,year,kilometers_driven,owner_type,engine,power,seats,price,location_Bangalore,location_Chennai,location_Coimbatore,location_Delhi,location_Hyderabad,location_Jaipur,location_Kochi,location_Kolkata,location_Mumbai,location_Pune,fuel_type_Diesel,transmission_Manual
1528,2011,71000.0,1,998.0,67.04,5,2.6,0,0,0,0,0,0,0,0,0,1,1,1
1529,2014,32000.0,1,1582.0,126.3,5,4.3,0,0,0,0,0,0,0,1,0,0,1,1
1530,2017,19234.0,1,1373.0,80.46,7,8.35,0,0,0,0,0,0,0,0,1,0,0,1
1531,2017,50510.0,1,1968.0,141.0,5,5.75,0,0,0,0,0,1,0,0,0,0,1,0
1532,2011,102000.0,1,1995.0,177.0,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
1533,2014,42277.0,1,1186.0,73.97,5,3.85,0,0,0,0,0,0,0,1,0,0,1,1
1534,2014,46000.0,1,2143.0,97.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1535,2015,50000.0,1,1197.0,82.0,5,5.75,1,0,0,0,0,0,0,0,0,0,1,1
1536,2008,62000.0,2,1197.0,78.9,5,1.65,0,0,0,0,0,0,0,0,1,0,1,1
1537,2012,78000.0,1,1968.0,138.1,5,6.5,0,0,0,0,0,0,0,0,1,0,1,1
1538,2011,79000.0,1,1968.0,138.08,5,7.5,0,1,0,0,0,0,0,0,0,0,1,1
1539,2019,6773.0,1,2967.0,97.7,7,5.75,0,0,0,0,0,0,1,0,0,0,1,0
1540,2010,52609.0,2,2982.0,171.0,7,5.75,0,1,0,0,0,0,0,0,0,0,1,1
1541,2013,36716.0,1,1061.0,67.0,5,3.02,0,0,0,0,0,0,1,0,0,0,1,1
1542,2013,65060.0,1,814.0,55.2,5,3.32,0,0,1,0,0,0,0,0,0,0,1,1
1543,2013,33000.0,1,1198.0,86.8,5,3.24,0,0,0,1,0,0,0,0,0,0,1,1
1544,2015,11110.0,1,796.0,47.3,5,2.35,0,0,0,0,0,0,0,1,0,0,1,1
1545,2013,63000.0,1,2523.0,62.1,7,5.5,0,0,0,0,0,1,0,0,0,0,1,1
1546,2015,27030.0,1,1497.0,117.3,5,6.75,0,0,0,0,0,0,0,0,1,0,1,1
1547,2015,19600.0,1,1598.0,103.52,5,6.15,0,0,0,0,0,0,0,0,1,0,1,1
1548,2016,27755.0,1,1197.0,81.8,5,5.45,0,0,0,0,0,0,0,0,0,1,1,1
1549,2013,20000.0,2,814.0,55.2,5,2.3,0,0,0,0,1,0,0,0,0,0,1,1
1550,2015,24782.0,1,1197.0,83.14,5,6.21,0,0,0,0,0,0,1,0,0,0,1,1
1551,2014,47303.0,1,1198.0,76.0,5,5.21,0,0,1,0,0,0,0,0,0,0,1,0
1552,2008,71000.0,1,1495.5,97.7,7,5.75,0,0,0,1,0,0,0,0,0,0,1,0
1553,2010,52609.0,1,1248.0,75.0,5,3.1,0,0,0,0,0,0,0,0,0,1,1,1
1554,2017,1000.0,1,2179.0,138.03,5,7.5,0,0,0,0,0,1,0,0,0,0,1,1
1555,2016,29000.0,1,1498.0,88.8,5,4.0,0,0,0,0,0,0,0,1,0,0,1,1
1556,2016,36367.0,1,1497.0,117.3,5,7.73,0,0,0,0,0,0,1,0,0,0,1,1
1557,2015,38000.0,1,1497.0,117.3,5,7.8,1,0,0,0,0,0,0,0,0,0,1,1
1558,2011,83969.0,1,796.0,37.0,4,1.3,0,0,0,0,1,0,0,0,0,0,1,1
1559,2014,82621.0,1,1498.0,88.8,5,4.42,0,0,0,0,0,1,0,0,0,0,1,1
1560,2009,89000.0,1,1991.0,147.9,7,4.0,0,0,0,0,0,0,0,0,0,1,1,0
1561,2016,54000.0,1,2179.0,140.0,7,5.75,0,0,0,0,0,0,0,1,0,0,1,1
1562,2015,61691.0,1,1498.0,98.6,5,5.38,0,0,0,0,0,0,1,0,0,0,1,1
1563,2011,32200.0,2,1197.0,80.0,5,3.25,0,1,0,0,0,0,0,0,0,0,1,1
1564,2016,68630.0,1,998.0,67.0,5,3.87,0,0,0,0,0,1,0,0,0,0,1,0
1565,2014,61000.0,2,1968.0,138.03,5,8.25,0,0,0,0,0,0,0,0,1,0,1,0
1566,2018,32644.0,1,1373.0,91.1,5,5.75,0,0,0,0,0,0,0,0,1,0,1,1
1567,2012,85000.0,1,2179.0,120.0,7,6.25,0,0,0,1,0,0,0,0,0,0,1,0
1568,2008,75000.0,2,1150.0,74.9,5,1.15,0,0,0,0,0,0,0,0,1,0,1,1
1569,2016,40347.0,1,1373.0,91.2,5,7.8,0,0,0,0,0,0,1,0,0,0,1,1
1570,2012,60788.0,1,1396.0,90.0,5,4.5,0,0,0,0,1,0,0,0,0,0,1,1
1571,2018,18664.0,1,1199.0,88.7,5,7.56,0,0,0,0,0,0,1,0,0,0,1,1
1572,2017,57847.0,1,2179.0,140.0,7,5.75,0,0,1,0,0,0,0,0,0,0,1,1
1573,2012,52237.0,1,1197.0,80.0,5,4.5,1,0,0,0,0,0,0,0,0,0,1,1
1574,2012,52604.5,1,1582.0,126.32,5,5.0,0,1,0,0,0,0,0,0,0,0,1,1
1575,2011,54000.0,1,1086.0,68.05,5,2.2,0,0,0,1,0,0,0,0,0,0,1,1
1576,2014,49800.0,1,998.0,67.04,5,4.0,1,0,0,0,0,0,0,0,0,0,1,0
1577,2012,98000.0,1,1199.0,73.9,5,2.51,0,0,0,0,0,0,0,1,0,0,1,1
1578,2015,60095.0,1,1248.0,74.0,5,4.75,0,0,0,1,0,0,0,0,0,0,1,1
1579,2008,68000.0,2,1086.0,66.7,5,2.0,0,0,0,0,0,0,0,0,0,1,1,1
1580,2010,81402.0,2,1197.0,78.9,5,2.1,0,0,0,0,0,1,0,0,0,0,1,1
1581,2013,38000.0,1,1499.0,110.0,5,6.25,0,0,0,0,0,0,0,0,1,0,1,0
1582,2011,92239.0,2,2987.0,97.7,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
1583,2017,49224.0,1,1248.0,74.0,5,6.0,0,0,0,0,0,0,0,0,0,0,1,1
1584,2014,12000.0,2,796.0,37.0,4,0.45,0,0,0,0,0,1,0,0,0,0,1,1
1585,2010,54898.0,3,1298.0,88.2,5,2.5,0,0,0,0,0,0,0,0,0,1,1,1
1586,2018,2500.0,1,1591.0,121.3,5,5.75,0,0,0,0,0,0,0,0,1,0,1,1
1587,2017,32838.0,1,1995.0,190.0,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
1588,2006,27076.0,1,1299.0,70.0,5,1.6,0,0,0,0,1,0,0,0,0,0,1,1
1589,2017,75445.0,1,1498.0,89.84,5,7.54,0,0,0,0,0,0,1,0,0,0,1,1
1590,2015,46601.0,1,1373.0,91.1,5,6.84,0,0,0,0,0,0,1,0,0,0,1,1
1591,2012,72000.0,1,1968.0,167.7,5,6.0,0,0,0,0,0,0,0,1,0,0,1,0
1592,2017,27000.0,1,1498.0,98.6,5,8.0,0,0,0,0,0,0,0,0,0,1,1,1
1593,2016,68193.0,1,1968.0,174.33,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
1594,2017,34429.0,1,1120.0,70.0,5,5.5,0,0,0,0,0,0,1,0,0,0,1,1
1595,2013,46000.0,1,2987.0,97.7,7,5.75,0,0,0,1,0,0,0,0,0,0,1,0
1596,2013,80544.0,1,2494.0,100.6,7,5.75,0,0,1,0,0,0,0,0,0,0,1,1
1597,2011,42000.0,2,1498.0,97.7,5,3.0,0,0,0,0,0,1,0,0,0,0,1,1
1598,2011,94821.0,2,1968.0,138.1,5,6.75,1,0,0,0,0,0,0,0,0,0,1,0
1599,2006,100000.0,1,1399.0,92.7,5,1.4,0,0,0,0,0,1,0,0,0,0,1,1
1600,2014,57000.0,1,1498.0,98.6,7,5.75,0,0,0,0,0,0,0,0,1,0,1,1
1601,2010,79894.0,1,1248.0,73.9,5,3.4,0,0,0,0,1,0,0,0,0,0,1,1
1602,2011,44748.0,2,1198.0,73.9,5,4.89,0,0,1,0,0,0,0,0,0,0,1,1
1603,2013,31000.0,1,1598.0,102.5,5,4.95,0,0,0,0,0,0,0,0,1,0,1,1
1604,2013,60587.0,2,998.0,66.1,5,3.49,0,0,1,0,0,0,0,0,0,0,1,0
1605,2014,43772.0,1,1497.0,118.0,5,6.35,0,0,0,0,0,0,0,0,0,1,1,1
1606,2017,23576.0,1,1197.0,82.0,5,7.08,0,0,1,0,0,0,0,0,0,0,1,0
1607,2017,4000.0,1,1999.0,177.0,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
1608,2012,62000.0,1,2179.0,120.0,8,6.25,0,0,0,0,0,0,0,1,0,0,1,1
1609,2011,36000.0,1,1796.0,186.0,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1610,2014,80000.0,1,1798.0,157.75,5,5.75,0,0,0,1,0,0,0,0,0,0,1,0
1611,2012,52609.0,1,1991.0,147.9,4,4.65,0,0,0,0,0,0,0,0,0,1,1,0
1612,2010,61001.0,1,2179.0,120.0,8,4.75,0,0,0,1,0,0,0,0,0,0,1,1
1613,2015,52191.0,1,1591.0,121.3,5,7.78,0,0,1,0,0,0,0,0,0,0,1,1
1614,2016,77076.0,1,1396.0,90.0,5,6.75,0,0,0,0,1,0,0,0,0,0,1,1
1615,2008,56000.0,1,1497.0,78.0,5,2.99,0,0,0,0,1,0,0,0,0,0,1,0
1616,2013,21000.0,1,1197.0,78.9,5,2.35,0,0,0,0,0,0,0,1,0,0,1,1
1617,2013,89429.0,1,1498.0,98.6,5,3.65,0,0,0,1,0,0,0,0,0,0,1,1
1618,2012,45631.0,2,998.0,67.04,5,2.74,0,0,0,1,0,0,0,0,0,0,1,1
1619,2013,53959.0,1,1198.0,86.8,5,3.5,0,0,0,0,0,1,0,0,0,0,1,1
1620,2014,55804.0,1,1197.0,80.0,5,4.76,0,0,0,0,0,0,1,0,0,0,1,1
1621,2016,25899.0,1,1598.0,103.2,5,6.2,0,0,0,0,0,0,1,0,0,0,1,1
1622,2008,82000.0,2,1896.0,66.0,5,2.35,0,0,0,0,0,0,0,0,0,1,1,1
1623,2014,52000.0,1,2143.0,97.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1624,2013,20000.0,1,1598.0,102.57,5,6.0,0,0,0,0,0,0,0,0,0,1,1,1
1625,2017,31829.0,1,814.0,55.2,5,3.65,0,0,0,0,1,0,0,0,0,0,1,1
1626,2016,18094.0,2,1197.0,85.8,5,6.26,0,0,1,0,0,0,0,0,0,0,1,1
1627,2015,11964.0,1,2967.0,97.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1628,2018,22684.0,1,1197.0,81.83,5,7.8,0,0,1,0,0,0,0,0,0,0,1,1
1629,2014,43521.0,1,1198.0,86.8,5,4.25,1,0,0,0,0,0,0,0,0,0,1,1
1630,2014,49386.0,1,1298.0,85.8,5,4.86,0,0,0,0,0,0,1,0,0,0,1,1
1631,2017,12248.0,1,1197.0,81.86,5,4.9,0,0,0,1,0,0,0,0,0,0,1,1
1632,2014,67771.0,1,2498.0,112.0,8,7.06,0,0,1,0,0,0,0,0,0,0,1,1
1633,2015,60007.0,1,1798.0,189.0,4,4.5,0,0,0,1,0,0,0,0,0,0,1,0
1634,2011,48624.0,1,998.0,67.1,5,3.22,0,0,1,0,0,0,0,0,0,0,1,1
1635,2014,30000.0,1,1199.0,73.9,5,3.25,0,0,0,0,0,0,0,1,0,0,1,1
1636,2016,81605.0,1,1197.0,82.0,5,4.53,0,0,0,1,0,0,0,0,0,0,1,1
1637,2017,32642.0,1,2143.0,170.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
1638,2014,34200.0,1,1591.0,121.3,5,6.5,0,0,0,0,0,0,0,0,0,1,1,0
1639,2010,72204.0,1,1172.0,67.0,5,2.25,0,1,0,0,0,0,0,0,0,0,1,1
1640,2011,52609.0,2,2494.0,100.0,8,8.0,0,0,0,0,0,0,0,0,0,1,1,1
1641,2017,47357.0,1,1493.0,100.0,7,8.37,0,0,0,0,0,0,1,0,0,0,1,0
1642,2015,61738.0,1,1498.0,88.8,5,5.39,0,0,1,0,0,0,0,0,0,0,1,1
1643,2018,32586.0,1,1995.0,190.0,5,5.75,0,0,0,0,0,0,1,0,0,0,1,0
1644,2018,40129.0,1,2987.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
1645,2012,51000.0,1,2987.0,97.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1646,2018,10393.0,1,1197.0,81.86,5,6.03,0,0,0,0,0,0,1,0,0,0,1,1
1647,2011,46000.0,1,1798.0,157.75,5,4.9,0,0,0,0,0,0,0,0,1,0,1,0
1648,2013,21000.0,1,1197.0,78.9,5,3.96,0,1,0,0,0,0,0,0,0,0,1,0
1649,2011,113562.0,1,1396.0,90.0,5,4.6,0,0,0,0,1,0,0,0,0,0,1,1
1650,2011,100010.0,2,2179.0,120.0,8,5.5,0,0,0,0,0,0,0,0,1,0,1,1
1651,2013,63107.0,1,1198.0,86.8,5,3.25,0,0,0,0,0,0,0,0,1,0,1,1
1652,2017,58500.0,1,1197.0,81.83,5,6.25,0,0,0,0,0,1,0,0,0,0,1,1
1653,2007,90000.0,4,2499.0,143.0,7,3.0,0,0,0,0,0,0,0,0,0,1,1,1
1654,2011,108242.0,1,1493.0,110.0,5,4.25,0,1,0,0,0,0,0,0,0,0,1,1
1655,2011,52609.0,1,2982.0,171.0,7,5.75,0,0,0,0,0,0,0,0,0,1,1,1
1656,2011,62943.0,2,1995.0,184.0,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
1657,2013,65000.0,1,2982.0,168.5,7,5.75,0,0,0,1,0,0,0,0,0,0,1,0
1658,2018,1700.0,1,1199.0,88.76,5,7.8,0,0,0,0,0,0,0,0,0,1,1,0
1659,2013,34697.0,1,1086.0,68.05,5,3.7,0,0,0,0,0,0,1,0,0,0,1,1
1660,2012,58000.0,1,1197.0,80.0,5,4.0,0,0,0,0,1,0,0,0,0,0,1,1
1661,2015,32500.0,1,1995.0,187.74,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1662,2016,58661.0,1,1968.0,181.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
1663,2017,37124.0,1,1197.0,81.8,5,5.44,0,0,0,0,0,0,1,0,0,0,1,1
1664,2017,44000.0,1,1197.0,83.1,5,6.2,0,0,0,1,0,0,0,0,0,0,1,0
1665,2014,45200.0,1,1495.0,94.0,5,0.9,0,0,0,0,0,0,0,1,0,0,1,1
1666,2016,11000.0,1,1197.0,85.8,5,3.95,0,0,0,0,0,0,0,0,1,0,1,1
1667,2011,65000.0,2,624.0,35.0,4,0.44,0,0,0,0,0,0,0,0,0,1,1,1
1668,2012,55005.0,1,1399.0,68.0,5,2.75,0,0,0,0,0,0,0,0,0,0,1,1
1669,2011,81650.0,1,1968.0,167.7,5,7.5,0,0,0,0,1,0,0,0,0,0,1,0
1670,2010,52609.0,2,1248.0,93.0,5,2.5,0,1,0,0,0,0,0,0,0,0,1,1
1671,2015,52609.0,1,2489.0,93.7,7,5.0,0,0,0,0,1,0,0,0,0,0,1,1
1672,2013,67263.0,1,998.0,67.1,5,3.6,0,0,0,0,1,0,0,0,0,0,1,1
1673,2012,44223.0,1,1496.0,88.7,5,3.99,0,0,0,0,0,0,1,0,0,0,1,1
1674,2015,36840.0,1,1197.0,82.0,5,5.64,0,0,1,0,0,0,0,0,0,0,1,1
1675,2014,52609.0,1,2494.0,100.0,8,5.75,0,0,0,0,0,0,0,0,0,1,1,1
1676,2008,52609.0,1,1405.0,62.0,5,0.7,0,0,0,0,0,0,0,1,0,0,1,1
1677,2015,69123.0,1,1995.0,184.0,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1678,2017,38000.0,1,1495.5,97.7,7,5.75,0,0,0,1,0,0,0,0,0,0,1,0
1679,2017,5500.0,1,1462.0,103.25,5,8.2,0,0,0,0,0,0,0,0,1,0,1,1
1680,2015,1001.0,1,1498.0,99.0,5,7.55,0,0,0,0,0,0,0,1,0,0,1,1
1681,2007,59000.0,3,1150.0,74.9,5,0.99,0,0,0,0,0,0,0,0,0,1,1,1
1682,2011,78256.0,1,1497.0,118.0,5,4.15,0,0,0,1,0,0,0,0,0,0,1,0
1683,2016,90000.0,1,1498.0,97.6,5,6.2,0,1,0,0,0,0,0,0,0,0,1,1
1684,2016,18000.0,1,1197.0,85.8,5,4.4,0,0,0,0,0,0,0,1,0,0,1,1
1685,2012,60000.0,1,1399.0,68.0,5,2.1,0,0,0,0,0,0,0,1,0,0,1,1
1686,2011,52604.5,1,1248.0,75.0,5,2.2,0,0,0,0,0,1,0,0,0,0,1,1
1687,2018,32851.0,1,1197.0,81.86,5,8.34,0,0,1,0,0,0,0,0,0,0,1,1
1688,2014,32000.0,1,1248.0,74.0,5,4.35,0,0,0,0,0,0,0,1,0,0,1,1
1689,2014,62700.0,1,1498.0,89.84,5,6.8,0,0,0,0,1,0,0,0,0,0,1,1
1690,2010,71000.0,1,1248.0,73.9,5,3.3,0,0,0,0,0,1,0,0,0,0,1,1
1691,2016,19947.0,1,1197.0,82.0,5,5.04,0,0,0,0,0,0,1,0,0,0,1,1
1692,2012,91000.0,1,2953.0,153.86,7,5.75,0,0,0,0,1,0,0,0,0,0,1,0
1693,2014,74000.0,1,1199.0,73.9,5,5.7,0,0,0,0,1,0,0,0,0,0,1,1
1694,2018,55594.0,1,1493.0,100.0,7,8.48,0,0,0,0,0,0,1,0,0,0,1,1
1695,2013,58000.0,1,2993.0,97.7,4,5.75,0,0,0,0,1,0,0,0,0,0,1,0
1696,2012,110224.0,1,1461.0,108.45,5,6.1,0,0,0,0,1,0,0,0,0,0,1,1
1697,2010,21002.0,1,998.0,67.04,5,2.75,0,0,0,0,0,0,0,0,0,0,1,1
1698,2017,52602.25,1,1248.0,88.5,7,8.0,0,0,0,0,0,0,0,0,0,1,1,1
1699,2010,73513.0,1,796.0,46.3,5,1.85,0,0,0,0,0,1,0,0,0,0,1,1
1700,2015,34000.0,1,998.0,67.0,5,3.85,0,0,0,0,0,1,0,0,0,0,1,0
1701,2017,28371.0,1,1196.0,73.0,7,4.74,0,0,1,0,0,0,0,0,0,0,1,1
1702,2013,74755.0,1,1461.0,108.45,5,5.63,0,0,0,0,0,0,1,0,0,0,1,1
1703,2011,25805.0,1,1061.0,64.0,5,2.62,0,0,0,0,0,0,1,0,0,0,1,1
1704,2015,82603.0,1,1598.0,102.53,5,4.9,0,0,0,0,0,0,1,0,0,0,1,1
1705,2006,110000.0,1,1799.0,130.0,5,2.65,0,1,0,0,0,0,0,0,0,0,1,1
1706,2012,88000.0,1,2179.0,140.0,7,5.99,0,0,0,1,0,0,0,0,0,0,1,1
1707,2011,110000.0,2,1461.0,64.1,5,2.4,0,1,0,0,0,0,0,0,0,0,1,1
1708,2017,15000.0,1,999.0,67.0,5,4.25,0,0,0,1,0,0,0,0,0,0,1,1
1709,2013,70000.0,1,2967.0,97.7,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1710,2008,52609.0,2,1248.0,74.0,5,2.7,0,0,0,0,0,0,0,0,0,1,1,1
1711,2016,19000.0,1,1198.0,67.0,5,2.99,0,0,0,0,1,0,0,0,0,0,1,1
1712,2011,37442.0,1,1197.0,80.0,5,3.4,0,1,0,0,0,0,0,0,0,0,1,1
1713,2016,63111.0,2,1995.0,190.0,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
1714,2012,88000.0,1,1248.0,88.8,7,5.85,0,0,0,0,0,0,0,0,1,0,1,1
1715,2014,42355.0,1,1197.0,82.0,5,4.0,0,0,0,0,0,1,0,0,0,0,1,1
1716,2011,75871.0,1,2996.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
1717,2011,65000.0,1,1998.0,163.7,5,4.55,0,0,0,0,0,0,0,0,1,0,1,1
1718,2015,69000.0,1,2987.0,165.0,5,5.75,0,0,0,0,0,0,0,0,0,1,1,0
1719,2011,79232.0,1,1248.0,73.9,5,2.9,0,0,0,0,0,1,0,0,0,0,1,1
1720,2007,52609.0,2,1796.0,186.0,5,6.0,0,0,0,0,0,0,0,0,0,1,1,0
1721,2016,28470.0,1,1197.0,81.83,5,6.95,0,0,0,0,0,0,1,0,0,0,1,1
1722,2014,9759.0,1,998.0,68.05,5,2.75,0,0,0,0,0,0,0,1,0,0,1,1
1723,2014,75216.0,1,1248.0,74.0,5,5.1,0,0,0,0,0,0,0,0,0,1,1,1
1724,2017,8000.0,1,1197.0,81.83,5,6.75,0,1,0,0,0,0,0,0,0,0,1,1
1725,2014,59451.0,1,1197.0,85.8,5,3.69,0,0,0,0,0,0,0,0,1,0,1,1
1726,2013,53996.0,1,1248.0,74.0,5,5.45,0,0,0,0,1,0,0,0,0,0,1,1
1727,2018,15135.0,1,1199.0,88.7,5,5.75,0,0,0,0,0,0,1,0,0,0,1,1
1728,2015,53000.0,2,1197.0,81.86,5,4.0,0,1,0,0,0,0,0,0,0,0,1,0
1729,2013,40000.0,1,1198.0,86.7,5,2.9,0,0,0,0,0,0,0,1,0,0,1,1
1730,2013,21107.0,1,1591.0,121.3,5,5.25,0,0,0,0,0,0,0,0,0,1,1,1
1731,2014,56000.0,1,1497.0,116.3,5,5.75,0,0,0,0,0,0,0,0,1,0,1,1
1732,2017,19623.0,1,1591.0,121.3,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
1733,2014,70963.0,1,2179.0,140.0,7,7.83,0,0,0,0,0,0,1,0,0,0,1,1
1734,2013,25755.0,1,998.0,58.16,5,3.15,0,0,0,0,0,0,0,0,1,0,0,1
1735,2013,51450.0,1,2494.0,102.0,7,5.75,0,0,0,0,0,0,0,0,1,0,1,1
1736,2012,75000.0,1,1248.0,74.0,5,4.35,0,0,0,0,0,0,0,0,0,1,1,1
1737,2017,37832.0,1,998.0,67.0,5,5.23,0,0,1,0,0,0,0,0,0,0,1,0
1738,2016,43041.0,1,1197.0,81.86,5,6.01,0,0,1,0,0,0,0,0,0,0,1,1
1739,2014,97236.0,1,1498.0,98.6,5,4.4,0,0,0,0,1,0,0,0,0,0,1,1
1740,2010,83000.0,1,1995.0,181.0,5,5.75,0,1,0,0,0,0,0,0,0,0,1,0
1741,2011,65000.0,1,1196.0,70.0,5,2.4,0,0,0,1,0,0,0,0,0,0,1,1
1742,2018,46007.0,1,1198.0,73.75,5,5.71,0,0,0,0,0,0,1,0,0,0,1,1
1743,2015,65925.0,2,1498.0,89.84,5,5.49,0,0,0,0,0,0,1,0,0,0,1,1
1744,2014,73500.0,2,1343.0,90.0,5,1.3,0,0,0,0,0,0,0,0,0,1,1,1
1745,2014,55000.0,1,2179.0,140.0,7,8.5,0,0,0,0,0,0,0,1,0,0,1,1
1746,2012,115000.0,1,2982.0,168.5,7,5.75,0,0,0,1,0,0,0,0,0,0,1,1
1747,2017,31184.0,1,1197.0,81.86,5,5.0,0,0,0,0,0,0,0,1,0,0,1,1
1748,2017,41747.0,1,1248.0,73.75,5,9.0,0,0,0,0,0,0,0,0,0,1,1,0
1749,2016,38143.0,1,1248.0,74.0,5,5.22,0,0,0,0,0,0,1,0,0,0,1,1
1750,2012,19030.0,1,1198.0,73.9,5,3.8,0,0,0,0,0,0,0,0,0,1,1,1
1751,2019,20877.0,1,1197.0,78.9,5,7.27,0,0,1,0,0,0,0,0,0,0,1,1
1752,2016,23555.0,1,1197.0,81.8,5,5.1,0,0,0,0,0,0,0,0,1,0,1,1
1753,2013,29000.0,1,2143.0,97.7,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
1754,2013,61000.0,1,998.0,67.1,5,2.9,0,0,0,0,0,0,0,0,0,1,1,1
1755,2012,4187.0,1,624.0,35.0,4,1.38,0,0,0,0,0,0,1,0,0,0,1,1
1756,2011,46000.0,1,1798.0,157.8,5,5.5,1,0,0,0,0,0,0,0,0,0,1,1
1757,2016,28000.0,1,1197.0,103.5,5,7.25,0,0,0,0,0,0,0,0,1,0,1,0
1758,2014,83558.0,1,1582.0,126.32,5,6.98,0,0,1,0,0,0,0,0,0,0,1,1
1759,2017,40000.0,1,1248.0,74.0,5,5.25,0,0,0,0,1,0,0,0,0,0,1,1
1760,2013,36000.0,1,814.0,55.2,5,1.95,0,0,0,0,0,0,0,1,0,0,1,1
1761,2014,21000.0,1,1968.0,174.33,5,5.75,1,0,0,0,0,0,0,0,0,0,1,0
1762,2013,62162.0,1,2494.0,100.0,7,8.31,0,0,0,0,0,0,1,0,0,0,1,1
1763,2012,83000.0,1,2987.0,97.7,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
1764,2015,58000.0,1,1120.0,71.0,5,5.5,0,0,0,0,0,0,0,0,0,1,1,1
1765,2011,62332.0,1,2354.0,177.6,5,5.89,0,0,0,0,0,0,1,0,0,0,1,0
1766,2016,50867.0,1,1498.0,103.2,5,7.95,0,0,0,0,0,0,1,0,0,0,1,1
1767,2010,73000.0,1,1197.0,80.0,5,2.75,0,0,0,0,0,0,0,0,1,0,1,1
1768,2012,98008.0,1,1582.0,126.24,5,6.25,0,0,0,0,0,1,0,0,0,0,1,1
1769,2015,36000.0,1,1399.0,68.05,5,4.95,0,0,0,0,1,0,0,0,0,0,1,1
1770,2019,27339.0,1,1197.0,81.83,5,6.27,0,0,0,0,0,0,1,0,0,0,1,1
1771,2017,25000.0,1,1582.0,126.2,5,8.65,0,0,0,0,0,0,0,1,0,0,1,1
1772,2014,37000.0,1,1197.0,82.0,5,3.5,0,0,0,0,0,0,0,1,0,0,1,1
1773,2015,56000.0,1,1968.0,174.3,5,5.75,0,0,0,0,1,0,0,0,0,0,1,0
1774,2015,27000.0,1,1298.0,85.8,5,4.45,0,0,0,0,0,0,0,1,0,0,1,1
1775,2012,37000.0,1,1197.0,80.0,5,2.65,0,0,0,0,0,0,0,1,0,0,1,1
1776,2017,10500.0,1,1198.0,77.0,5,4.7,0,0,0,0,0,0,0,1,0,0,1,1
1777,2014,49000.0,1,1582.0,126.2,5,8.9,0,0,0,0,0,0,0,0,0,0,1,0
1778,2017,7000.0,1,1956.0,170.0,5,5.75,0,0,0,0,0,0,0,0,1,0,1,1
1779,2017,71256.0,1,1248.0,88.5,5,5.75,0,0,1,0,0,0,0,0,0,0,1,1
1780,2012,83184.0,1,1798.0,138.03,5,6.22,0,0,0,0,0,0,1,0,0,0,1,1
1781,2013,87284.0,1,2179.0,140.0,7,7.8,0,0,0,0,0,0,0,1,0,0,1,1
1782,2016,7000.0,1,1995.0,190.0,5,5.75,0,0,0,0,0,0,0,0,1,0,1,0
1783,2015,29000.0,2,1396.0,88.73,5,7.0,0,0,0,0,0,0,0,0,0,1,1,1
1784,2017,33552.0,1,2987.0,97.7,5,5.75,0,0,1,0,0,0,0,0,0,0,1,0
1785,2013,64000.0,2,1998.0,163.7,5,6.5,1,0,0,0,0,0,0,0,0,0,1,1
1786,2011,82000.0,2,1197.0,80.0,5,2.7,0,0,0,0,0,1,0,0,0,0,1,1
1787,2012,70000.0,2,1198.0,86.8,5,2.5,0,0,0,0,0,0,0,0,1,0,1,1
1788,2013,52609.0,1,1461.0,84.8,7,3.9,0,0,0,0,1,0,0,0,0,0,1,1
1789,2015,58000.0,1,1198.0,73.9,5,3.95,0,0,0,1,0,0,0,0,0,0,1,1
1790,2010,77000.0,2,1197.0,78.9,5,2.1,0,1,0,0,0,0,0,0,0,0,1,1
1791,2009,73204.0,3,1991.0,147.9,4,3.5,0,0,0,0,0,0,0,0,0,1,1,0
1792,2007,70000.0,2,1086.0,68.05,5,2.0,0,0,0,0,1,0,0,0,0,0,1,1
1793,2014,79870.0,1,1248.0,88.76,7,5.35,0,0,0,1,0,0,0,0,0,0,1,1
1794,2013,90000.0,1,1498.0,98.6,5,3.8,0,0,0,1,0,0,0,0,0,0,1,1
