,datetime,holiday,workingday,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,revenue,profit,season_Spring,season_Summer,season_Winter,weather_Mist,weather_Rainy,weather_Snowy,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday
756,2011-07-12 04:00:00,0,1.0,28.7,79.0,11.0014,0,6,6,2011,7,30,25.628767123287677,0,1,0,0,0,0,0,0,0,0,1,0
757,2011-07-12 11:00:00,0,1.0,33.62,52.0,11.0014,16,86,125,2011,7,1210,1040.4287671232876,0,1,0,0,0,0,0,0,0,0,1,0
758,2011-07-12 14:00:00,0,1.0,36.9,42.0,19.9995,33,91,124,2011,7,1115,958.7287671232876,0,1,0,0,0,0,0,0,0,0,1,0
759,2011-07-12 18:00:00,0,1.0,35.26,47.0,19.9995,16,118,144,2011,7,3140,2700.2287671232875,0,1,0,0,0,0,0,0,0,0,1,0
760,2011-07-12 20:00:00,0,1.0,33.62,43.0,12.998,16,251,308,2011,7,2395,2059.528767123288,0,1,0,0,0,0,0,0,0,0,1,0
761,2011-07-12 22:00:00,0,1.0,32.8,46.0,8.9981,16,150,194,2011,7,1630,1401.6287671232876,0,1,0,0,0,0,0,0,0,0,1,0
762,2011-07-13 05:00:00,0,1.0,30.34,58.0,12.998,4,22,26,2011,7,190,163.22876712328767,0,1,0,0,0,0,0,0,0,0,0,1
763,2011-07-13 08:00:00,0,1.0,32.8,49.0,16.9979,31,118,449,2011,7,2710,2330.428767123288,0,1,0,0,0,0,0,0,0,0,0,1
764,2011-07-13 10:00:00,0,1.0,33.62,46.0,12.998,33,80,113,2011,7,1060,911.4287671232876,0,1,0,0,0,0,0,0,0,0,0,1
765,2011-07-13 11:00:00,0,1.0,34.44,39.0,11.0014,16,110,165,2011,7,1650,1418.8287671232877,0,1,0,0,0,0,0,0,0,0,0,1
766,2011-07-13 17:00:00,0,1.0,28.7,79.0,0.0,16,118,488,2011,7,3490,3001.2287671232875,0,1,0,0,0,0,0,0,0,0,0,1
767,2011-07-13 20:00:00,0,1.0,28.7,84.0,11.0014,16,281,342,2011,7,2625,2257.3287671232874,0,1,0,0,0,0,0,0,0,0,0,1
768,2011-07-14 00:00:00,0,1.0,27.06,69.0,19.9995,14,32,46,2011,7,440,378.2287671232877,0,1,0,0,0,0,0,0,0,1,0,0
769,2011-07-14 02:00:00,0,1.0,26.24,57.0,19.9995,3,7,10,2011,7,95,81.52876712328766,0,1,0,0,0,0,0,0,0,1,0,0
770,2011-07-14 04:00:00,0,1.0,25.42,53.0,16.9979,0,6,6,2011,7,30,25.628767123287677,0,1,0,0,0,0,0,0,0,1,0,0
771,2011-07-14 05:00:00,0,1.0,24.6,56.0,15.0013,6,22,28,2011,7,230,197.62876712328767,0,1,0,0,0,0,0,0,0,1,0,0
772,2011-07-14 09:00:00,0,1.0,27.88,47.0,19.0012,29,195,224,2011,7,1555,1337.1287671232876,0,1,0,0,0,0,0,0,0,1,0,0
773,2011-07-14 12:00:00,0,1.0,30.34,35.0,16.9979,16,172,223,2011,7,1880,1616.6287671232876,0,1,0,0,0,0,0,0,0,1,0,0
774,2011-07-14 13:00:00,0,1.0,31.16,33.0,22.0028,16,138,177,2011,7,1470,1264.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
775,2011-07-14 14:00:00,0,1.0,30.34,35.0,19.0012,16,129,178,2011,7,1625,1397.3287671232877,0,1,0,0,0,0,0,0,0,1,0,0
776,2011-07-14 16:00:00,0,1.0,31.16,33.0,8.9981,16,231,274,2011,7,2015,1732.7287671232875,0,1,0,0,0,0,0,0,0,1,0,0
777,2011-07-14 18:00:00,0,1.0,29.52,42.0,12.998,16,118,144,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
778,2011-07-14 19:00:00,0,1.0,29.52,39.0,15.0013,16,333,400,2011,7,3005,2584.128767123288,0,1,0,0,0,0,0,0,0,1,0,0
779,2011-07-14 22:00:00,0,1.0,26.24,57.0,6.0032,16,134,176,2011,7,1510,1298.4287671232876,0,1,0,0,0,0,0,0,0,1,0,0
780,2011-07-15 00:00:00,0,1.0,25.42,73.0,15.0013,23,57,80,2011,7,745,640.5287671232877,0,1,0,0,0,0,0,0,0,0,0,0
781,2011-07-15 02:00:00,0,1.0,24.6,78.0,11.0014,16,22,38,2011,7,430,369.6287671232877,0,1,0,0,0,0,0,0,0,0,0,0
782,2011-07-15 08:00:00,0,1.0,26.24,65.0,16.9979,16,118,144,2011,7,3570,3070.028767123288,0,1,0,0,0,0,0,0,0,0,0,0
783,2011-07-15 12:00:00,0,1.0,28.7,48.0,12.998,16,177,238,2011,7,2105,1810.128767123288,0,1,0,0,0,0,0,0,0,0,0,0
784,2011-07-15 16:00:00,0,1.0,29.52,51.0,12.998,16,265,361,2011,7,3245,2790.528767123288,0,1,0,0,0,0,0,0,0,0,0,0
785,2011-07-15 19:00:00,0,1.0,28.7,45.0,15.0013,16,280,394,2011,7,3680,3164.628767123288,0,1,0,0,0,0,0,0,0,0,0,0
786,2011-07-15 21:00:00,0,1.0,27.06,54.0,7.0015,16,186,261,2011,7,2430,2089.628767123288,0,1,0,0,0,0,0,0,0,0,0,0
787,2011-07-16 03:00:00,1,0.0,24.6,78.0,8.9981,6,20,26,2011,7,220,189.02876712328768,0,1,0,0,0,0,0,1,0,0,0,0
788,2011-07-16 06:00:00,1,0.0,24.6,78.0,11.0014,16,21,37,2011,7,425,365.32876712328766,0,1,0,0,0,0,0,1,0,0,0,0
789,2011-07-16 08:00:00,1,0.0,27.06,65.0,11.0014,16,90,127,2011,7,1190,1023.2287671232876,0,1,0,0,0,0,0,1,0,0,0,0
790,2011-07-16 11:00:00,1,1.0,30.34,48.0,15.0013,16,225,396,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
791,2011-07-16 12:00:00,1,0.0,31.16,43.0,19.0012,16,276,463,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
792,2011-07-16 14:00:00,1,0.0,30.34,45.0,19.9995,16,232,433,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
793,2011-07-16 23:00:00,1,0.0,27.88,61.0,15.0013,16,107,168,2011,7,1755,1509.1287671232876,0,1,0,0,0,0,0,1,0,0,0,0
794,2011-07-17 01:00:00,1,0.0,26.24,69.0,12.998,16,86,102,2011,7,750,644.8287671232877,0,1,0,0,0,0,0,0,1,0,0,0
795,2011-07-17 07:00:00,1,0.0,26.24,73.0,11.0014,20,30,50,2011,7,550,472.82876712328766,0,1,0,0,0,0,0,0,1,0,0,0
796,2011-07-17 11:00:00,1,0.0,31.16,55.0,19.0012,16,244,391,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
797,2011-07-17 13:00:00,1,0.0,32.8,49.0,19.9995,16,272,472,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
798,2011-07-17 14:00:00,1,0.0,32.8,49.0,23.9994,16,262,430,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
799,2011-07-17 17:00:00,1,0.0,32.8,49.0,26.0027,16,236,369,2011,7,3840,3302.2287671232875,0,1,0,0,0,0,0,0,1,0,0,0
800,2011-07-17 18:00:00,1,0.0,32.8,46.0,19.9995,16,243,390,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
801,2011-07-18 01:00:00,0,1.0,28.7,74.0,15.0013,17,8,25,2011,7,380,326.6287671232877,0,1,0,0,0,0,1,0,0,0,0,0
802,2011-07-18 03:00:00,0,1.0,27.06,78.0,12.998,3,4,7,2011,7,80,68.62876712328767,0,1,0,0,0,0,1,0,0,0,0,0
803,2011-07-18 07:00:00,0,1.0,27.88,74.0,15.0013,22,255,277,2011,7,1715,1474.7287671232875,0,1,0,0,0,0,1,0,0,0,0,0
804,2011-07-18 09:00:00,0,1.0,30.34,67.0,15.0013,33,170,203,2011,7,1510,1298.4287671232876,0,1,0,0,0,0,1,0,0,0,0,0
805,2011-07-18 12:00:00,0,1.0,32.8,59.0,12.998,16,126,165,2011,7,1410,1212.4287671232876,0,1,0,0,0,0,1,0,0,0,0,0
806,2011-07-18 15:00:00,0,1.0,34.44,53.0,22.0028,16,111,164,2011,7,1615,1388.7287671232875,0,1,0,0,0,0,1,0,0,0,0,0
807,2011-07-18 18:00:00,0,1.0,33.62,49.0,23.9994,16,118,144,2011,7,1020,877.0287671232877,0,1,0,0,0,0,1,0,0,0,0,0
808,2011-07-19 07:00:00,0,1.0,30.34,70.0,11.0014,28,287,315,2011,7,1995,1715.5287671232877,0,1,0,1,0,0,0,0,0,0,1,0
809,2011-07-19 09:00:00,0,1.0,32.8,63.0,8.9981,22,177,199,2011,7,1325,1139.3287671232877,0,1,0,1,0,0,0,0,0,0,1,0
810,2011-07-19 19:00:00,0,1.0,31.16,75.0,12.998,16,334,388,2011,7,2750,2364.8287671232874,0,1,0,0,0,0,0,0,0,0,1,0
811,2011-07-19 22:00:00,0,1.0,30.34,74.0,0.0,16,120,156,2011,7,1320,1135.0287671232877,0,1,0,0,0,0,0,0,0,0,1,0
812,2011-07-19 23:00:00,0,1.0,29.52,79.0,11.0014,19,73,92,2011,7,745,640.5287671232877,0,1,0,0,1,0,0,0,0,0,1,0
813,2011-08-01 01:00:00,0,1.0,29.52,74.0,12.998,5,12,17,2011,8,160,137.42876712328768,0,1,0,0,0,0,1,0,0,0,0,0
814,2011-08-01 02:00:00,0,1.0,28.7,74.0,7.0015,4,7,11,2011,8,115,98.72876712328768,0,1,0,0,0,0,1,0,0,0,0,0
815,2011-08-01 06:00:00,0,1.0,27.06,83.0,6.0032,3,97,100,2011,8,545,468.5287671232877,0,1,0,0,0,0,1,0,0,0,0,0
816,2011-08-01 09:00:00,0,1.0,33.62,41.0,0.0,27,139,166,2011,8,1235,1061.9287671232876,0,1,0,0,0,0,1,0,0,0,0,0
817,2011-08-01 11:00:00,0,1.0,36.08,32.0,11.0014,16,66,119,2011,8,1390,1195.2287671232875,0,1,0,0,0,0,1,0,0,0,0,0
818,2011-08-01 12:00:00,0,1.0,36.9,33.0,16.9979,16,115,168,2011,8,1635,1405.9287671232876,0,1,0,0,0,0,1,0,0,0,0,0
819,2011-08-01 15:00:00,0,1.0,36.9,27.0,0.0,16,77,129,2011,8,1425,1225.3287671232877,0,1,0,0,0,0,1,0,0,0,0,0
820,2011-08-01 21:00:00,0,1.0,28.7,70.0,16.9979,16,178,220,2011,8,1730,1487.6287671232876,0,1,0,0,0,0,1,0,0,0,0,0
821,2011-08-02 02:00:00,0,1.0,27.88,69.0,0.0,2,6,8,2011,8,70,60.02876712328767,0,1,0,0,0,0,0,0,0,0,1,0
822,2011-08-02 07:00:00,0,1.0,29.52,61.0,19.0012,15,320,335,2011,8,1900,1633.8287671232877,0,1,0,0,0,0,0,0,0,0,1,0
823,2011-08-02 12:00:00,0,1.0,35.26,30.0,19.0012,16,112,157,2011,8,1460,1255.4287671232876,0,1,0,0,0,0,0,0,0,0,1,0
824,2011-08-02 14:00:00,0,1.0,36.9,25.0,19.0012,16,114,159,2011,8,1470,1264.0287671232877,0,1,0,0,0,0,0,0,0,0,1,0
825,2011-08-02 16:00:00,0,1.0,36.9,25.0,19.0012,16,216,274,2011,8,2240,1926.2287671232875,0,1,0,0,0,0,0,0,0,0,1,0
826,2011-08-02 20:00:00,0,1.0,33.62,46.0,16.9979,16,248,288,2011,8,2040,1754.2287671232875,0,1,0,1,0,0,0,0,0,0,1,0
827,2011-08-02 21:00:00,0,1.0,32.8,52.0,15.0013,16,201,254,2011,8,2065,1775.7287671232875,0,1,0,0,0,0,0,0,0,0,1,0
828,2011-08-02 22:00:00,0,1.0,31.98,59.0,11.0014,22,169,191,2011,8,1285,1104.9287671232876,0,1,0,1,0,0,0,0,0,0,1,0
829,2011-08-02 23:00:00,0,1.0,32.8,49.0,11.0014,29,103,132,2011,8,1095,941.5287671232876,0,1,0,1,0,0,0,0,0,0,1,0
830,2011-08-03 00:00:00,0,1.0,32.8,49.0,11.0014,11,32,43,2011,8,380,326.6287671232877,0,1,0,1,0,0,0,0,0,0,0,1
831,2011-08-03 02:00:00,0,1.0,31.98,49.0,11.0014,2,9,11,2011,8,85,72.92876712328767,0,1,0,1,0,0,0,0,0,0,0,1
832,2011-08-03 03:00:00,0,1.0,31.16,55.0,6.0032,0,4,4,2011,8,20,17.028767123287672,0,1,0,1,0,0,0,0,0,0,0,1
833,2011-08-03 04:00:00,0,1.0,31.16,52.0,11.0014,0,7,7,2011,8,35,29.92876712328767,0,1,0,1,0,0,0,0,0,0,0,1
834,2011-08-03 13:00:00,0,1.0,31.16,58.0,15.0013,16,107,144,2011,8,1275,1096.3287671232877,0,1,0,1,0,0,0,0,0,0,0,1
835,2011-08-03 15:00:00,0,1.0,28.7,79.0,8.9981,31,87,118,2011,8,1055,907.1287671232876,0,1,0,1,0,0,0,0,0,0,0,1
836,2011-08-03 21:00:00,0,1.0,27.88,89.0,8.9981,7,81,88,2011,8,545,468.5287671232877,0,1,0,1,0,0,0,0,0,0,0,1
837,2011-08-04 04:00:00,0,1.0,27.88,89.0,0.0,0,7,7,2011,8,35,29.92876712328767,0,1,0,1,0,0,0,0,0,1,0,0
838,2011-08-04 09:00:00,0,1.0,29.52,74.0,22.0028,25,162,187,2011,8,1310,1126.4287671232876,0,1,0,0,0,0,0,0,0,1,0,0
839,2011-08-04 10:00:00,0,1.0,29.52,71.0,19.9995,24,89,113,2011,8,925,795.3287671232877,0,1,0,0,0,0,0,0,0,1,0,0
840,2011-08-04 17:00:00,0,1.0,31.16,62.0,22.0028,16,118,144,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
841,2011-08-05 03:00:00,0,1.0,26.24,78.0,6.0032,0,6,6,2011,8,30,25.628767123287677,0,1,0,0,0,0,0,0,0,0,0,0
842,2011-08-05 07:00:00,0,1.0,27.06,78.0,8.9981,23,247,270,2011,8,1695,1457.5287671232877,0,1,0,0,0,0,0,0,0,0,0,0
843,2011-08-05 08:00:00,0,1.0,28.7,65.0,15.0013,16,118,454,2011,8,2855,2455.128767123288,0,1,0,0,0,0,0,0,0,0,0,0
844,2011-08-05 11:00:00,0,1.0,31.16,52.0,16.9979,16,103,147,2011,8,1395,1199.5287671232877,0,1,0,1,0,0,0,0,0,0,0,0
845,2011-08-05 13:00:00,0,1.0,31.98,52.0,16.9979,16,164,204,2011,8,1620,1393.0287671232877,0,1,0,0,0,0,0,0,0,0,0,0
846,2011-08-05 20:00:00,0,1.0,29.52,58.0,15.0013,16,221,291,2011,8,2505,2154.128767123288,0,1,0,0,0,0,0,0,0,0,0,0
847,2011-08-06 01:00:00,1,0.0,27.06,78.0,11.0014,17,50,67,2011,8,590,507.2287671232877,0,1,0,0,0,0,0,1,0,0,0,0
848,2011-08-06 14:00:00,1,0.0,33.62,52.0,16.9979,16,204,380,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
849,2011-08-07 03:00:00,1,0.0,28.7,84.0,8.9981,9,23,32,2011,8,295,253.52876712328765,0,1,0,1,0,0,0,0,1,0,0,0
850,2011-08-07 05:00:00,1,0.0,28.7,89.0,12.998,1,4,5,2011,8,40,34.22876712328767,0,1,0,0,0,0,0,0,1,0,0,0
851,2011-08-07 09:00:00,1,0.0,31.16,75.0,7.0015,16,102,184,2011,8,2150,1848.828767123288,0,1,0,0,0,0,0,0,1,0,0,0
852,2011-08-07 15:00:00,1,0.0,29.52,74.0,19.9995,16,208,326,2011,8,3400,2923.8287671232874,0,1,0,0,1,0,0,0,1,0,0,0
853,2011-08-07 16:00:00,1,0.0,29.52,74.0,19.9995,16,119,193,2011,8,2075,1784.3287671232877,0,1,0,0,1,0,0,0,1,0,0,0
854,2011-08-07 18:00:00,1,0.0,29.52,74.0,6.0032,16,155,229,2011,8,2255,1939.128767123288,0,1,0,0,0,0,0,0,1,0,0,0
855,2011-08-07 19:00:00,1,0.0,29.52,79.0,11.0014,16,160,228,2011,8,2160,1857.428767123288,0,1,0,0,0,0,0,0,1,0,0,0
856,2011-08-08 02:00:00,0,1.0,27.06,89.0,0.0,4,3,7,2011,8,95,81.52876712328766,0,1,0,0,0,0,1,0,0,0,0,0
857,2011-08-08 03:00:00,0,1.0,27.06,89.0,0.0,1,0,1,2011,8,20,17.028767123287672,0,1,0,0,0,0,1,0,0,0,0,0
858,2011-08-08 08:00:00,0,1.0,30.34,58.0,22.0028,29,320,349,2011,8,2180,1874.628767123288,0,1,0,0,0,0,1,0,0,0,0,0
859,2011-08-08 15:00:00,0,1.0,34.44,41.0,19.9995,16,86,126,2011,8,1230,1057.6287671232876,0,1,0,0,0,0,1,0,0,0,0,0
860,2011-08-08 18:00:00,0,1.0,34.44,41.0,8.9981,16,118,144,2011,8,3605,3100.128767123288,0,1,0,0,0,0,1,0,0,0,0,0
861,2011-08-08 20:00:00,0,1.0,32.8,55.0,0.0,16,215,286,2011,8,2495,2145.528767123288,0,1,0,0,0,0,1,0,0,0,0,0
862,2011-08-09 09:00:00,0,1.0,31.98,62.0,8.9981,34,141,175,2011,8,1385,1190.9287671232876,0,1,0,1,0,0,0,0,0,0,1,0
863,2011-08-09 16:00:00,0,1.0,35.26,39.0,19.9995,16,228,285,2011,8,2280,1960.628767123288,0,1,0,0,0,0,0,0,0,0,1,0
864,2011-08-09 18:00:00,0,1.0,32.8,55.0,12.998,16,118,144,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,0,1,0
865,2011-08-10 12:00:00,0,1.0,33.62,38.0,19.9995,16,166,240,2011,8,2310,1986.428767123288,0,1,0,0,0,0,0,0,0,0,0,1
866,2011-08-10 17:00:00,0,1.0,34.44,26.0,19.9995,16,118,144,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,0,0,1
867,2011-08-10 19:00:00,0,1.0,32.8,26.0,16.9979,16,334,413,2011,8,3250,2794.8287671232874,0,1,0,0,0,0,0,0,0,0,0,1
868,2011-08-10 22:00:00,0,1.0,30.34,37.0,0.0,17,122,139,2011,8,950,816.8287671232877,0,1,0,0,0,0,0,0,0,0,0,1
869,2011-08-10 23:00:00,0,1.0,30.34,37.0,6.0032,14,94,108,2011,8,750,644.8287671232877,0,1,0,0,0,0,0,0,0,0,0,1
870,2011-08-11 01:00:00,0,1.0,28.7,45.0,8.9981,9,17,26,2011,8,265,227.72876712328767,0,1,0,0,0,0,0,0,0,1,0,0
871,2011-08-11 04:00:00,0,1.0,26.24,57.0,11.0014,1,4,5,2011,8,40,34.22876712328767,0,1,0,0,0,0,0,0,0,1,0,0
872,2011-08-11 06:00:00,0,1.0,25.42,65.0,11.0014,5,101,106,2011,8,605,520.1287671232876,0,1,0,0,0,0,0,0,0,1,0,0
873,2011-08-11 11:00:00,0,1.0,31.16,35.0,16.9979,16,128,187,2011,8,1820,1565.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
874,2011-08-11 18:00:00,0,1.0,31.98,29.0,6.0032,16,118,144,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
875,2011-08-11 20:00:00,0,1.0,29.52,37.0,8.9981,16,232,288,2011,8,2280,1960.628767123288,0,1,0,0,0,0,0,0,0,1,0,0
876,2011-08-11 22:00:00,0,1.0,28.7,48.0,0.0,34,123,157,2011,8,1295,1113.5287671232877,0,1,0,0,0,0,0,0,0,1,0,0
877,2011-08-12 09:00:00,0,1.0,29.52,34.0,8.9981,27,178,205,2011,8,1430,1229.6287671232876,0,1,0,0,0,0,0,0,0,0,0,0
878,2011-08-12 12:00:00,0,1.0,32.8,27.0,0.0,16,167,222,2011,8,1935,1663.9287671232876,0,1,0,0,0,0,0,0,0,0,0,0
879,2011-08-12 16:00:00,0,1.0,33.62,28.0,0.0,16,266,334,2011,8,2690,2313.2287671232875,0,1,0,0,0,0,0,0,0,0,0,0
880,2011-08-12 19:00:00,0,1.0,30.34,42.0,15.0013,16,284,385,2011,8,3440,2958.2287671232875,0,1,0,0,0,0,0,0,0,0,0,0
881,2011-08-12 20:00:00,0,1.0,29.52,42.0,15.0013,16,210,287,2011,8,2590,2227.2287671232875,0,1,0,0,0,0,0,0,0,0,0,0
882,2011-08-13 01:00:00,1,0.0,27.88,57.0,6.0032,13,64,77,2011,8,580,498.6287671232877,0,1,0,1,0,0,0,1,0,0,0,0
883,2011-08-13 03:00:00,1,0.0,27.06,65.0,8.9981,9,18,27,2011,8,270,232.02876712328765,0,1,0,0,0,0,0,1,0,0,0,0
884,2011-08-13 08:00:00,1,0.0,28.7,65.0,11.0014,28,90,118,2011,8,1010,868.4287671232877,0,1,0,1,0,0,0,1,0,0,0,0
885,2011-08-13 12:00:00,1,0.0,27.06,89.0,11.0014,16,246,421,2011,8,1020,877.0287671232877,0,1,0,1,0,0,0,1,0,0,0,0
886,2011-08-13 14:00:00,1,0.0,30.34,70.0,16.9979,16,146,259,2011,8,2990,2571.2287671232875,0,1,0,0,0,0,0,1,0,0,0,0
887,2011-08-13 17:00:00,1,0.0,29.52,74.0,16.9979,16,172,269,2011,8,2800,2407.8287671232874,0,1,0,1,0,0,0,1,0,0,0,0
888,2011-08-13 19:00:00,1,0.0,27.88,79.0,19.0012,16,170,237,2011,8,2190,1883.2287671232875,0,1,0,1,0,0,0,1,0,0,0,0
889,2011-08-13 23:00:00,1,0.0,27.06,83.0,22.0028,25,95,120,2011,8,975,838.3287671232877,0,1,0,1,0,0,0,1,0,0,0,0
890,2011-08-14 00:00:00,1,1.0,27.06,83.0,19.9995,19,71,90,2011,8,735,631.9287671232877,0,1,0,0,1,0,0,0,1,0,0,0
891,2011-08-14 02:00:00,1,0.0,26.24,89.0,15.0013,13,49,62,2011,8,505,434.1287671232877,0,1,0,0,1,0,0,0,1,0,0,0
892,2011-08-14 04:00:00,1,0.0,26.24,94.0,12.998,1,2,3,2011,8,30,25.628767123287677,0,1,0,0,1,0,0,0,1,0,0,0
893,2011-08-14 07:00:00,1,0.0,27.06,89.0,12.998,4,20,24,2011,8,180,154.62876712328767,0,1,0,1,0,0,0,0,1,0,0,0
894,2011-08-14 14:00:00,1,0.0,30.34,70.0,12.998,16,244,370,2011,8,3740,3216.2287671232875,0,1,0,0,0,0,0,0,1,0,0,0
895,2011-08-14 17:00:00,1,0.0,31.16,62.0,8.9981,16,196,329,2011,8,3640,3130.2287671232875,0,1,0,0,0,0,0,0,1,0,0,0
896,2011-08-14 23:00:00,1,0.0,24.6,83.0,0.0,5,22,27,2011,8,210,180.42876712328768,0,1,0,0,1,0,0,0,1,0,0,0
897,2011-08-15 01:00:00,0,1.0,24.6,88.0,8.9981,1,9,10,2011,8,65,55.72876712328767,0,1,0,1,0,0,1,0,0,0,0,0
898,2011-08-15 02:00:00,0,1.0,24.6,83.0,0.0,0,3,3,2011,8,15,12.728767123287671,0,1,0,1,0,0,1,0,0,0,0,0
899,2011-08-15 03:00:00,0,1.0,24.6,83.0,12.998,1,6,7,2011,8,50,42.82876712328767,0,1,0,0,0,0,1,0,0,0,0,0
900,2011-08-15 04:00:00,0,1.0,24.6,83.0,8.9981,1,4,5,2011,8,40,34.22876712328767,0,1,0,0,0,0,1,0,0,0,0,0
901,2011-08-15 06:00:00,0,1.0,24.6,88.0,16.9979,3,87,90,2011,8,495,425.5287671232877,0,1,0,0,0,0,1,0,0,0,0,0
902,2011-08-15 16:00:00,0,1.0,30.34,55.0,22.0028,16,225,283,2011,8,2285,1964.928767123288,0,1,0,0,0,0,1,0,0,0,0,0
903,2011-08-15 21:00:00,0,1.0,27.06,65.0,12.998,34,150,184,2011,8,1430,1229.6287671232876,0,1,0,0,0,0,1,0,0,0,0,0
904,2011-08-16 04:00:00,0,1.0,26.24,69.0,19.9995,0,5,5,2011,8,25,21.32876712328767,0,1,0,0,0,0,0,0,0,0,1,0
905,2011-08-16 14:00:00,0,1.0,31.16,45.0,27.9993,16,117,182,2011,8,1885,1620.9287671232876,0,1,0,0,0,0,0,0,0,0,1,0
906,2011-08-16 20:00:00,0,1.0,30.34,51.0,0.0,16,232,280,2011,8,2120,1823.028767123288,0,1,0,0,0,0,0,0,0,0,1,0
907,2011-08-16 23:00:00,0,1.0,27.06,65.0,8.9981,20,57,77,2011,8,685,588.9287671232877,0,1,0,0,0,0,0,0,0,0,1,0
908,2011-08-17 00:00:00,0,1.0,27.06,69.0,6.0032,8,16,24,2011,8,240,206.22876712328767,0,1,0,0,0,0,0,0,0,0,0,1
909,2011-08-17 07:00:00,0,1.0,27.06,65.0,6.0032,12,296,308,2011,8,1720,1479.0287671232877,0,1,0,0,0,0,0,0,0,0,0,1
910,2011-08-17 09:00:00,0,1.0,30.34,48.0,6.0032,31,178,209,2011,8,1510,1298.4287671232876,0,1,0,0,0,0,0,0,0,0,0,1
911,2011-08-17 14:00:00,0,1.0,33.62,36.0,11.0014,16,138,192,2011,8,1770,1522.0287671232877,0,1,0,0,0,0,0,0,0,0,0,1
912,2011-08-18 02:00:00,0,1.0,27.06,65.0,15.0013,2,4,6,2011,8,60,51.42876712328767,0,1,0,0,0,0,0,0,0,1,0,0
913,2011-08-18 05:00:00,0,1.0,26.24,78.0,19.0012,0,27,27,2011,8,135,115.92876712328768,0,1,0,0,0,0,0,0,0,1,0,0
914,2011-08-18 10:00:00,0,1.0,30.34,66.0,16.9979,16,92,129,2011,8,1200,1031.8287671232877,0,1,0,0,0,0,0,0,0,1,0,0
915,2011-08-18 12:00:00,0,1.0,32.8,52.0,19.0012,34,139,173,2011,8,1375,1182.3287671232877,0,1,0,0,0,0,0,0,0,1,0,0
916,2011-08-18 13:00:00,0,1.0,32.8,52.0,23.9994,33,154,187,2011,8,1430,1229.6287671232876,0,1,0,0,0,0,0,0,0,1,0,0
917,2011-08-18 20:00:00,0,1.0,27.06,83.0,7.0015,24,141,165,2011,8,1185,1018.9287671232876,0,1,0,0,0,0,0,0,0,1,0,0
918,2011-08-18 21:00:00,0,1.0,27.88,79.0,0.0,12,137,149,2011,8,925,795.3287671232877,0,1,0,1,0,0,0,0,0,1,0,0
919,2011-08-19 02:00:00,0,1.0,26.24,83.0,0.0,0,8,8,2011,8,40,34.22876712328767,0,1,0,0,1,0,0,0,0,0,0,0
920,2011-08-19 19:00:00,0,1.0,25.42,73.0,31.0009,33,132,165,2011,8,1320,1135.0287671232877,0,1,0,0,1,0,0,0,0,0,0,0
921,2011-08-19 21:00:00,0,1.0,25.42,83.0,8.9981,18,89,107,2011,8,805,692.1287671232876,0,1,0,0,0,0,0,0,0,0,0,0
922,2011-08-19 23:00:00,0,1.0,24.6,88.0,6.0032,18,88,106,2011,8,800,687.8287671232877,0,1,0,1,0,0,0,0,0,0,0,0
923,2011-09-01 15:00:00,0,1.0,29.52,51.0,8.9981,16,135,174,2011,9,1455,1251.1287671232876,0,0,0,0,0,0,0,0,0,1,0,0
924,2011-09-02 04:00:00,0,1.0,24.6,83.0,6.0032,2,2,4,2011,9,50,42.82876712328767,0,0,0,0,0,0,0,0,0,0,0,0
925,2011-09-02 12:00:00,0,1.0,27.06,69.0,15.0013,16,178,260,2011,9,2530,2175.628767123288,0,0,0,1,0,0,0,0,0,0,0,0
926,2011-09-02 19:00:00,0,1.0,27.06,69.0,8.9981,16,220,287,2011,9,2440,2098.2287671232875,0,0,0,0,0,0,0,0,0,0,0,0
927,2011-09-02 22:00:00,0,1.0,26.24,73.0,11.0014,33,114,147,2011,9,1230,1057.6287671232876,0,0,0,1,0,0,0,0,0,0,0,0
928,2011-09-03 04:00:00,1,0.0,25.42,73.0,11.0014,3,4,7,2011,9,80,68.62876712328767,0,0,0,0,0,0,0,1,0,0,0,0
