,datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,day
1976,2011-05-09 06:00:00,Spring,0,1.0,Clear,18.04,72.0,16.9979,2,87,89,2011,5,Monday
1979,2011-05-09 09:00:00,Spring,0,1.0,Clear,22.14,56.0,11.0014,36,142,178,2011,5,Monday
1981,2011-05-09 11:00:00,Spring,0,1.0,Clear,24.6,46.0,15.0013,26,99,125,2011,5,Monday
1983,2011-05-09 13:00:00,Spring,0,1.0,Clear,25.42,38.0,19.0012,36,138,174,2011,5,Monday
1985,2011-05-09 15:00:00,Spring,0,1.0,Clear,25.42,41.0,15.0013,51,148,199,2011,5,Monday
1987,2011-05-09 17:00:00,Spring,0,1.0,Clear,25.42,38.0,16.9979,59,539,598,2011,5,Monday
1988,2011-05-09 18:00:00,Spring,0,1.0,Clear,25.42,38.0,19.9995,66,458,524,2011,5,Monday
1993,2011-05-09 23:00:00,Spring,0,1.0,Clear,20.5,68.0,6.0032,16,45,61,2011,5,Monday
2000,2011-05-10 06:00:00,Spring,0,1.0,Clear,17.22,67.0,8.9981,9,103,112,2011,5,Tuesday
2003,2011-05-10 09:00:00,Spring,0,1.0,Mist,21.32,48.0,7.0015,29,176,205,2011,5,Tuesday
2011,2011-05-10 17:00:00,Spring,0,1.0,Clear,26.24,33.0,0.0,79,532,611,2011,5,Tuesday
2020,2011-05-11 02:00:00,Spring,0,1.0,Clear,21.32,59.0,0.0,6,4,10,2011,5,Wednesday
2021,2011-05-11 03:00:00,Spring,0,1.0,Clear,20.5,63.0,15.0013,0,3,3,2011,5,Wednesday
2026,2011-05-11 08:00:00,Spring,0,1.0,Clear,19.68,77.0,16.9979,21,421,442,2011,5,Wednesday
2031,2011-05-11 13:00:00,Spring,0,1.0,Clear,25.42,50.0,0.0,36,157,193,2011,5,Wednesday
2034,2011-05-11 16:00:00,Spring,0,1.0,Clear,27.06,39.0,0.0,49,240,289,2011,5,Wednesday
2044,2011-05-12 02:00:00,Spring,0,1.0,Clear,18.04,94.0,12.998,1,14,15,2011,5,Thursday
2057,2011-05-12 15:00:00,Spring,0,1.0,Mist,26.24,53.0,16.9979,54,163,217,2011,5,Thursday
2067,2011-05-13 01:00:00,Spring,0,1.0,Clear,21.32,83.0,11.0014,5,15,20,2011,5,Friday
2076,2011-05-13 10:00:00,Spring,0,1.0,Mist,21.32,83.0,8.9981,31,99,130,2011,5,Friday
2078,2011-05-13 12:00:00,Spring,0,1.0,Mist,21.32,88.0,12.998,53,170,223,2011,5,Friday
2085,2011-05-13 19:00:00,Spring,0,1.0,Mist,21.32,83.0,12.998,25,245,270,2011,5,Friday
2111,2011-05-14 21:00:00,Spring,1,0.0,Rainy,22.14,94.0,15.0013,15,44,59,2011,5,Saturday
2113,2011-05-14 23:00:00,Spring,1,0.0,Rainy,21.32,100.0,12.998,11,33,44,2011,5,Saturday
2120,2011-05-15 06:00:00,Spring,1,1.0,Mist,21.32,100.0,8.9981,3,14,17,2011,5,Sunday
2123,2011-05-15 09:00:00,Spring,1,1.0,Clear,23.78,83.0,16.9979,36,98,134,2011,5,Sunday
2124,2011-05-15 10:00:00,Spring,1,0.0,Clear,23.78,83.0,15.0013,73,153,226,2011,5,Sunday
2134,2011-05-15 20:00:00,Spring,1,0.0,Clear,22.14,88.0,0.0,53,138,191,2011,5,Sunday
2138,2011-05-16 00:00:00,Spring,0,1.0,Clear,21.32,94.0,7.0015,17,21,38,2011,5,Monday
2148,2011-05-16 10:00:00,Spring,0,1.0,Clear,25.42,65.0,6.0032,37,75,112,2011,5,Monday
2149,2011-05-16 11:00:00,Spring,0,1.0,Clear,26.24,57.0,0.0,56,129,185,2011,5,Monday
2150,2011-05-16 12:00:00,Spring,0,1.0,Clear,27.06,54.0,6.0032,72,137,209,2011,5,Monday
2155,2011-05-16 17:00:00,Spring,0,1.0,Clear,23.78,88.0,15.0013,47,227,274,2011,5,Monday
2157,2011-05-16 19:00:00,Spring,0,1.0,Clear,23.78,83.0,16.9979,36,272,308,2011,5,Monday
2159,2011-05-16 21:00:00,Spring,0,1.0,Clear,23.78,83.0,0.0,28,149,177,2011,5,Monday
2160,2011-05-16 22:00:00,Spring,0,1.0,Clear,22.96,88.0,6.0032,22,105,127,2011,5,Monday
2163,2011-05-17 01:00:00,Spring,0,1.0,Rainy,22.96,88.0,0.0,7,6,13,2011,5,Tuesday
2176,2011-05-17 14:00:00,Spring,0,1.0,Clear,25.42,73.0,31.0009,61,123,184,2011,5,Tuesday
2177,2011-05-17 15:00:00,Spring,0,1.0,Clear,25.42,69.0,30.0026,79,131,210,2011,5,Tuesday
2184,2011-05-17 22:00:00,Spring,0,1.0,Mist,22.14,88.0,19.0012,12,86,98,2011,5,Tuesday
2187,2011-05-18 01:00:00,Spring,0,1.0,Mist,22.14,88.0,16.9979,3,9,12,2011,5,Wednesday
2196,2011-05-18 10:00:00,Spring,0,1.0,Rainy,22.14,88.0,19.0012,33,73,106,2011,5,Wednesday
2201,2011-05-18 15:00:00,Spring,0,1.0,Clear,24.6,78.0,16.9979,34,133,167,2011,5,Wednesday
2209,2011-05-18 23:00:00,Spring,0,1.0,Clear,21.32,94.0,6.0032,10,49,59,2011,5,Wednesday
2213,2011-05-19 03:00:00,Spring,0,1.0,Clear,19.68,100.0,0.0,1,3,4,2011,5,Thursday
2217,2011-05-19 07:00:00,Spring,0,1.0,Mist,20.5,100.0,0.0,18,239,257,2011,5,Thursday
2221,2011-05-19 11:00:00,Spring,0,1.0,Rainy,22.14,88.0,11.0014,53,111,164,2011,5,Thursday
2222,2011-05-19 12:00:00,Spring,0,1.0,Mist,23.78,78.0,7.0015,38,130,168,2011,5,Thursday
2223,2011-05-19 13:00:00,Spring,0,1.0,Rainy,23.78,64.0,16.9979,44,139,183,2011,5,Thursday
2230,2011-05-19 20:00:00,Spring,0,1.0,Clear,22.14,77.0,19.0012,46,236,282,2011,5,Thursday
2231,2011-05-19 21:00:00,Spring,0,1.0,Clear,22.14,77.0,19.0012,29,180,209,2011,5,Thursday
2235,2011-06-01 01:00:00,Summer,0,1.0,Clear,28.7,84.0,16.9979,8,9,17,2011,6,Wednesday
2242,2011-06-01 08:00:00,Summer,0,1.0,Mist,29.52,79.0,12.998,37,417,454,2011,6,Wednesday
2244,2011-06-01 10:00:00,Summer,0,1.0,Mist,31.16,75.0,16.9979,31,84,115,2011,6,Wednesday
2260,2011-06-02 02:00:00,Summer,0,1.0,Clear,28.7,39.0,0.0,0,6,6,2011,6,Thursday
2262,2011-06-02 04:00:00,Summer,0,1.0,Clear,27.06,41.0,12.998,0,3,3,2011,6,Thursday
2263,2011-06-02 05:00:00,Summer,0,1.0,Clear,27.06,39.0,15.0013,3,28,31,2011,6,Thursday
2284,2011-06-03 02:00:00,Summer,0,1.0,Clear,22.96,43.0,15.0013,0,12,12,2011,6,Friday
2285,2011-06-03 03:00:00,Summer,0,1.0,Clear,22.14,49.0,15.0013,0,5,5,2011,6,Friday
2288,2011-06-03 06:00:00,Summer,0,1.0,Clear,22.14,45.0,19.9995,8,98,106,2011,6,Friday
2291,2011-06-03 09:00:00,Summer,0,1.0,Clear,23.78,40.0,11.0014,36,194,230,2011,6,Friday
2298,2011-06-03 16:00:00,Summer,0,1.0,Clear,29.52,26.0,22.0028,63,286,349,2011,6,Friday
2299,2011-06-03 17:00:00,Summer,0,1.0,Clear,29.52,25.0,19.0012,73,485,558,2011,6,Friday
2302,2011-06-03 20:00:00,Summer,0,1.0,Clear,26.24,29.0,11.0014,57,236,293,2011,6,Friday
2308,2011-06-04 02:00:00,Summer,1,0.0,Clear,22.14,56.0,12.998,18,41,59,2011,6,Saturday
2319,2011-06-04 13:00:00,Summer,1,0.0,Clear,30.34,28.0,8.9981,188,268,456,2011,6,Saturday
2320,2011-06-04 14:00:00,Summer,1,0.0,Clear,30.34,33.0,15.0013,193,258,451,2011,6,Saturday
2324,2011-06-04 18:00:00,Summer,1,0.0,Mist,30.34,30.0,11.0014,127,214,341,2011,6,Saturday
2326,2011-06-04 20:00:00,Summer,1,0.0,Mist,28.7,48.0,6.0032,90,149,239,2011,6,Saturday
2333,2011-06-05 03:00:00,Summer,1,0.0,Mist,25.42,65.0,11.0014,22,25,47,2011,6,Sunday
2335,2011-06-05 05:00:00,Summer,1,0.0,Mist,25.42,61.0,8.9981,1,5,6,2011,6,Sunday
2340,2011-06-05 10:00:00,Summer,1,0.0,Mist,25.42,73.0,6.0032,83,168,251,2011,6,Sunday
2346,2011-06-05 16:00:00,Summer,1,0.0,Clear,29.52,51.0,6.0032,138,260,398,2011,6,Sunday
2349,2011-06-05 19:00:00,Summer,1,0.0,Clear,27.88,65.0,11.0014,108,249,357,2011,6,Sunday
2356,2011-06-06 02:00:00,Summer,0,1.0,Clear,23.78,88.0,7.0015,4,4,8,2011,6,Monday
2357,2011-06-06 03:00:00,Summer,0,1.0,Clear,23.78,88.0,0.0,2,3,5,2011,6,Monday
2360,2011-06-06 06:00:00,Summer,0,1.0,Clear,23.78,88.0,0.0,11,101,112,2011,6,Monday
2362,2011-06-06 08:00:00,Summer,0,1.0,Clear,26.24,73.0,6.0032,28,410,438,2011,6,Monday
2367,2011-06-06 13:00:00,Summer,0,1.0,Clear,31.98,35.0,0.0,28,152,180,2011,6,Monday
2377,2011-06-06 23:00:00,Summer,0,1.0,Clear,26.24,69.0,6.0032,5,55,60,2011,6,Monday
2378,2011-06-07 00:00:00,Summer,0,1.0,Clear,26.24,65.0,6.0032,5,15,20,2011,6,Tuesday
2385,2011-06-07 07:00:00,Summer,0,1.0,Mist,26.24,69.0,12.998,23,311,334,2011,6,Tuesday
2389,2011-06-07 11:00:00,Summer,0,1.0,Mist,31.16,52.0,16.9979,38,113,151,2011,6,Tuesday
2391,2011-06-07 13:00:00,Summer,0,1.0,Mist,32.8,43.0,16.9979,55,141,196,2011,6,Tuesday
2397,2011-06-07 19:00:00,Summer,0,1.0,Clear,31.16,48.0,16.9979,69,355,424,2011,6,Tuesday
2398,2011-06-07 20:00:00,Summer,0,1.0,Clear,30.34,56.0,8.9981,45,301,346,2011,6,Tuesday
2400,2011-06-07 22:00:00,Summer,0,1.0,Clear,28.7,65.0,8.9981,27,126,153,2011,6,Tuesday
2408,2011-06-08 06:00:00,Summer,0,1.0,Clear,26.24,89.0,8.9981,13,103,116,2011,6,Wednesday
2409,2011-06-08 07:00:00,Summer,0,1.0,Clear,27.06,74.0,7.0015,24,329,353,2011,6,Wednesday
2413,2011-06-08 11:00:00,Summer,0,1.0,Clear,34.44,41.0,12.998,28,106,134,2011,6,Wednesday
2415,2011-06-08 13:00:00,Summer,0,1.0,Clear,36.9,42.0,0.0,20,116,136,2011,6,Wednesday
2419,2011-06-08 17:00:00,Summer,0,1.0,Clear,37.72,35.0,15.0013,80,426,506,2011,6,Wednesday
2420,2011-06-08 18:00:00,Summer,0,1.0,Clear,36.9,37.0,15.0013,61,398,459,2011,6,Wednesday
2421,2011-06-08 19:00:00,Summer,0,1.0,Clear,33.62,59.0,8.9981,61,323,384,2011,6,Wednesday
2427,2011-06-09 01:00:00,Summer,0,1.0,Clear,30.34,79.0,7.0015,3,13,16,2011,6,Thursday
2428,2011-06-09 02:00:00,Summer,0,1.0,Mist,29.52,84.0,11.0014,0,6,6,2011,6,Thursday
2432,2011-06-09 06:00:00,Summer,0,1.0,Mist,29.52,84.0,6.0032,13,105,118,2011,6,Thursday
2435,2011-06-09 09:00:00,Summer,0,1.0,Clear,34.44,49.0,0.0,20,148,168,2011,6,Thursday
2436,2011-06-09 10:00:00,Summer,0,1.0,Clear,35.26,50.0,19.0012,20,74,94,2011,6,Thursday
2439,2011-06-09 13:00:00,Summer,0,1.0,Clear,36.9,37.0,6.0032,18,118,136,2011,6,Thursday
2448,2011-06-09 22:00:00,Summer,0,1.0,Mist,30.34,58.0,11.0014,22,131,153,2011,6,Thursday
2449,2011-06-09 23:00:00,Summer,0,1.0,Mist,30.34,57.0,11.0014,15,82,97,2011,6,Thursday
2470,2011-06-10 20:00:00,Summer,0,1.0,Clear,31.16,62.0,7.0015,53,197,250,2011,6,Friday
2475,2011-06-11 01:00:00,Summer,1,0.0,Clear,28.7,79.0,6.0032,10,67,77,2011,6,Saturday
2476,2011-06-11 02:00:00,Summer,1,0.0,Clear,28.7,79.0,7.0015,10,50,60,2011,6,Saturday
2477,2011-06-11 03:00:00,Summer,1,0.0,Clear,27.88,83.0,6.0032,10,18,28,2011,6,Saturday
2480,2011-06-11 06:00:00,Summer,1,0.0,Clear,28.7,61.0,8.9981,9,31,40,2011,6,Saturday
2481,2011-06-11 07:00:00,Summer,1,1.0,Clear,29.52,58.0,12.998,18,50,68,2011,6,Saturday
2483,2011-06-11 09:00:00,Summer,1,0.0,Clear,30.34,62.0,8.9981,59,171,230,2011,6,Saturday
2493,2011-06-11 19:00:00,Summer,1,0.0,Clear,28.7,65.0,12.998,97,167,264,2011,6,Saturday
2502,2011-06-12 04:00:00,Summer,1,0.0,Clear,25.42,88.0,11.0014,8,6,14,2011,6,Sunday
2508,2011-06-12 10:00:00,Summer,1,0.0,Clear,31.16,58.0,6.0032,120,191,311,2011,6,Sunday
2509,2011-06-12 11:00:00,Summer,1,0.0,Clear,31.98,55.0,7.0015,131,236,367,2011,6,Sunday
2512,2011-06-12 14:00:00,Summer,1,0.0,Clear,33.62,56.0,16.9979,96,219,315,2011,6,Sunday
2518,2011-06-12 20:00:00,Summer,1,0.0,Clear,27.06,83.0,11.0014,62,144,206,2011,6,Sunday
2527,2011-06-13 05:00:00,Summer,0,1.0,Clear,22.14,64.0,26.0027,2,27,29,2011,6,Monday
2529,2011-06-13 07:00:00,Summer,0,1.0,Clear,22.96,56.0,23.9994,26,302,328,2011,6,Monday
2537,2011-06-13 15:00:00,Summer,0,1.0,Clear,28.7,37.0,30.0026,58,127,185,2011,6,Monday
2538,2011-06-13 16:00:00,Summer,0,1.0,Clear,28.7,37.0,27.9993,64,262,326,2011,6,Monday
2541,2011-06-13 19:00:00,Summer,0,1.0,Clear,27.06,39.0,19.0012,75,348,423,2011,6,Monday
2551,2011-06-14 05:00:00,Summer,0,1.0,Clear,22.14,56.0,22.0028,3,23,26,2011,6,Tuesday
2552,2011-06-14 06:00:00,Summer,0,1.0,Clear,22.14,56.0,19.9995,6,107,113,2011,6,Tuesday
2555,2011-06-14 09:00:00,Summer,0,1.0,Clear,25.42,46.0,12.998,19,174,193,2011,6,Tuesday
2567,2011-06-14 21:00:00,Summer,0,1.0,Clear,24.6,56.0,19.9995,37,206,243,2011,6,Tuesday
2572,2011-06-15 02:00:00,Summer,0,1.0,Clear,21.32,63.0,15.0013,0,9,9,2011,6,Wednesday
2573,2011-06-15 03:00:00,Summer,0,1.0,Clear,20.5,68.0,16.9979,0,1,1,2011,6,Wednesday
2580,2011-06-15 10:00:00,Summer,0,1.0,Clear,26.24,47.0,11.0014,27,108,135,2011,6,Wednesday
2581,2011-06-15 11:00:00,Summer,0,1.0,Clear,27.88,36.0,0.0,49,115,164,2011,6,Wednesday
2583,2011-06-15 13:00:00,Summer,0,1.0,Clear,30.34,28.0,19.0012,43,146,189,2011,6,Wednesday
2584,2011-06-15 14:00:00,Summer,0,1.0,Clear,30.34,28.0,0.0,50,128,178,2011,6,Wednesday
2586,2011-06-15 16:00:00,Summer,0,1.0,Clear,31.16,27.0,8.9981,47,265,312,2011,6,Wednesday
2589,2011-06-15 19:00:00,Summer,0,1.0,Clear,28.7,37.0,19.0012,54,362,416,2011,6,Wednesday
2597,2011-06-16 03:00:00,Summer,0,1.0,Mist,22.96,73.0,6.0032,0,4,4,2011,6,Thursday
2598,2011-06-16 04:00:00,Summer,0,1.0,Mist,22.96,68.0,7.0015,0,6,6,2011,6,Thursday
2605,2011-06-16 11:00:00,Summer,0,1.0,Mist,27.88,61.0,19.9995,33,117,150,2011,6,Thursday
2606,2011-06-16 12:00:00,Summer,0,1.0,Clear,29.52,54.0,26.0027,41,165,206,2011,6,Thursday
2611,2011-06-16 17:00:00,Summer,0,1.0,Mist,26.24,78.0,7.0015,42,230,272,2011,6,Thursday
2615,2011-06-16 21:00:00,Summer,0,1.0,Rainy,25.42,83.0,16.9979,34,154,188,2011,6,Thursday
2627,2011-06-17 09:00:00,Summer,0,1.0,Clear,28.7,58.0,12.998,28,196,224,2011,6,Friday
2629,2011-06-17 11:00:00,Summer,0,1.0,Clear,27.88,69.0,16.9979,43,138,181,2011,6,Friday
2631,2011-06-17 13:00:00,Summer,0,1.0,Clear,30.34,62.0,19.0012,48,156,204,2011,6,Friday
2635,2011-06-17 17:00:00,Summer,0,1.0,Rainy,31.16,40.0,12.998,85,467,552,2011,6,Friday
2639,2011-06-17 21:00:00,Summer,0,1.0,Clear,26.24,78.0,6.0032,49,159,208,2011,6,Friday
2642,2011-06-18 00:00:00,Summer,1,0.0,Clear,25.42,88.0,8.9981,21,83,104,2011,6,Saturday
2643,2011-06-18 01:00:00,Summer,1,0.0,Clear,25.42,83.0,7.0015,15,80,95,2011,6,Saturday
2644,2011-06-18 02:00:00,Summer,1,0.0,Clear,24.6,88.0,0.0,16,37,53,2011,6,Saturday
2646,2011-06-18 04:00:00,Summer,1,0.0,Clear,24.6,88.0,6.0032,1,4,5,2011,6,Saturday
2647,2011-06-18 05:00:00,Summer,1,0.0,Clear,25.42,83.0,0.0,1,6,7,2011,6,Saturday
2656,2011-06-18 14:00:00,Summer,1,1.0,Mist,32.8,46.0,19.0012,138,196,334,2011,6,Saturday
2658,2011-06-18 16:00:00,Summer,1,0.0,Mist,31.16,52.0,15.0013,193,275,468,2011,6,Saturday
2659,2011-06-18 17:00:00,Summer,1,0.0,Mist,31.16,48.0,11.0014,210,239,449,2011,6,Saturday
2668,2011-06-19 02:00:00,Summer,1,1.0,Clear,27.88,74.0,6.0032,13,59,72,2011,6,Sunday
2670,2011-06-19 04:00:00,Summer,1,0.0,Mist,27.06,74.0,8.9981,7,10,17,2011,6,Sunday
2671,2011-06-19 05:00:00,Summer,1,0.0,Mist,27.06,78.0,0.0,7,12,19,2011,6,Sunday
2672,2011-06-19 06:00:00,Summer,1,1.0,Mist,27.06,78.0,11.0014,11,22,33,2011,6,Sunday
2673,2011-06-19 07:00:00,Summer,1,0.0,Mist,27.06,78.0,11.0014,35,36,71,2011,6,Sunday
2679,2011-06-19 13:00:00,Summer,1,0.0,Mist,30.34,51.0,0.0,149,214,363,2011,6,Sunday
2687,2011-06-19 21:00:00,Summer,1,0.0,Clear,27.88,79.0,8.9981,57,110,167,2011,6,Sunday
2689,2011-06-19 23:00:00,Summer,1,0.0,Clear,27.06,78.0,12.998,14,78,92,2011,6,Sunday
2697,2011-07-01 07:00:00,Summer,0,1.0,Clear,27.06,54.0,7.0015,25,218,243,2011,7,Friday
2704,2011-07-01 14:00:00,Summer,0,1.0,Clear,33.62,23.0,12.998,78,225,303,2011,7,Friday
2708,2011-07-01 18:00:00,Summer,0,1.0,Clear,32.8,24.0,16.9979,98,324,422,2011,7,Friday
2709,2011-07-01 19:00:00,Summer,0,1.0,Clear,31.98,25.0,12.998,80,238,318,2011,7,Friday
2711,2011-07-01 21:00:00,Summer,0,1.0,Clear,28.7,45.0,12.998,69,149,218,2011,7,Friday
2712,2011-07-01 22:00:00,Summer,0,1.0,Clear,28.7,42.0,0.0,49,173,222,2011,7,Friday
2715,2011-07-02 01:00:00,Summer,1,0.0,Clear,27.06,54.0,0.0,20,58,78,2011,7,Saturday
2716,2011-07-02 02:00:00,Summer,1,0.0,Clear,26.24,53.0,0.0,9,43,52,2011,7,Saturday
2721,2011-07-02 07:00:00,Summer,1,1.0,Clear,26.24,65.0,0.0,10,35,45,2011,7,Saturday
2724,2011-07-02 10:00:00,Summer,1,0.0,Clear,32.8,36.0,0.0,103,168,271,2011,7,Saturday
2729,2011-07-02 15:00:00,Summer,1,0.0,Clear,35.26,19.0,11.0014,168,163,331,2011,7,Saturday
2730,2011-07-02 16:00:00,Summer,1,0.0,Clear,36.08,22.0,15.0013,206,192,398,2011,7,Saturday
2734,2011-07-02 20:00:00,Summer,1,0.0,Clear,31.16,45.0,19.0012,136,148,284,2011,7,Saturday
2744,2011-07-03 06:00:00,Summer,1,0.0,Mist,25.42,94.0,6.0032,0,3,3,2011,7,Sunday
2746,2011-07-03 08:00:00,Summer,1,0.0,Clear,27.88,79.0,15.0013,39,53,92,2011,7,Sunday
2749,2011-07-03 11:00:00,Summer,1,0.0,Clear,31.16,62.0,7.0015,215,175,390,2011,7,Sunday
2754,2011-07-03 16:00:00,Summer,1,0.0,Clear,34.44,53.0,19.9995,195,219,414,2011,7,Sunday
2755,2011-07-03 17:00:00,Summer,1,0.0,Rainy,32.8,49.0,56.9969,181,177,358,2011,7,Sunday
2758,2011-07-03 20:00:00,Summer,1,0.0,Rainy,27.06,83.0,0.0,83,93,176,2011,7,Sunday
2759,2011-07-03 21:00:00,Summer,1,0.0,Mist,27.06,83.0,11.0014,75,92,167,2011,7,Sunday
2761,2011-07-03 23:00:00,Summer,1,0.0,Clear,26.24,83.0,11.0014,70,77,147,2011,7,Sunday
2763,2011-07-04 01:00:00,Summer,0,0.0,Clear,26.24,83.0,6.0032,43,76,119,2011,7,Monday
2764,2011-07-04 02:00:00,Summer,0,0.0,Clear,26.24,83.0,0.0,33,30,63,2011,7,Monday
2766,2011-07-04 04:00:00,Summer,0,0.0,Mist,27.06,78.0,6.0032,8,4,12,2011,7,Monday
2767,2011-07-04 05:00:00,Summer,0,0.0,Mist,26.24,83.0,8.9981,1,3,4,2011,7,Monday
2771,2011-07-04 09:00:00,Summer,0,0.0,Mist,29.52,66.0,6.0032,142,96,238,2011,7,Monday
2775,2011-07-04 13:00:00,Summer,0,0.0,Mist,31.98,49.0,0.0,242,181,423,2011,7,Monday
2776,2011-07-04 14:00:00,Summer,0,0.0,Clear,32.8,46.0,0.0,235,173,408,2011,7,Monday
2782,2011-07-04 20:00:00,Summer,0,0.0,Mist,31.16,55.0,7.0015,195,191,386,2011,7,Monday
2783,2011-07-04 21:00:00,Summer,0,0.0,Mist,30.34,62.0,7.0015,195,262,457,2011,7,Monday
2786,2011-07-05 00:00:00,Summer,0,1.0,Mist,28.7,65.0,11.0014,19,36,55,2011,7,Tuesday
2791,2011-07-05 05:00:00,Summer,0,1.0,Clear,27.06,69.0,0.0,1,19,20,2011,7,Tuesday
2793,2011-07-05 07:00:00,Summer,0,1.0,Clear,28.7,65.0,6.0032,22,248,270,2011,7,Tuesday
2797,2011-07-05 11:00:00,Summer,0,1.0,Clear,31.98,46.0,7.0015,75,97,172,2011,7,Tuesday
2801,2011-07-05 15:00:00,Summer,0,1.0,Clear,33.62,43.0,0.0,51,111,162,2011,7,Tuesday
2803,2011-07-05 17:00:00,Summer,0,1.0,Clear,33.62,46.0,7.0015,79,466,545,2011,7,Tuesday
2810,2011-07-06 00:00:00,Summer,0,1.0,Clear,29.52,74.0,12.998,11,26,37,2011,7,Wednesday
2817,2011-07-06 07:00:00,Summer,0,1.0,Mist,29.52,79.0,0.0,24,288,312,2011,7,Wednesday
2819,2011-07-06 09:00:00,Summer,0,1.0,Rainy,28.7,79.0,12.998,31,158,189,2011,7,Wednesday
2822,2011-07-06 12:00:00,Summer,0,1.0,Mist,30.34,66.0,6.0032,38,114,152,2011,7,Wednesday
2827,2011-07-06 17:00:00,Summer,0,1.0,Clear,31.98,59.0,15.0013,79,517,596,2011,7,Wednesday
2837,2011-07-07 03:00:00,Summer,0,1.0,Clear,26.24,94.0,7.0015,2,2,4,2011,7,Thursday
2842,2011-07-07 08:00:00,Summer,0,1.0,Mist,28.7,79.0,12.998,28,415,443,2011,7,Thursday
2848,2011-07-07 14:00:00,Summer,0,1.0,Clear,35.26,41.0,16.9979,39,121,160,2011,7,Thursday
2850,2011-07-07 16:00:00,Summer,0,1.0,Clear,35.26,39.0,15.0013,47,218,265,2011,7,Thursday
2852,2011-07-07 18:00:00,Summer,0,1.0,Clear,34.44,44.0,19.9995,70,492,562,2011,7,Thursday
2853,2011-07-07 19:00:00,Summer,0,1.0,Clear,33.62,52.0,19.0012,79,286,365,2011,7,Thursday
2864,2011-07-08 06:00:00,Summer,0,1.0,Clear,28.7,74.0,7.0015,11,91,102,2011,7,Friday
2870,2011-07-08 12:00:00,Summer,0,1.0,Mist,31.16,70.0,19.0012,49,164,213,2011,7,Friday
2871,2011-07-08 13:00:00,Summer,0,1.0,Mist,31.98,66.0,19.0012,54,175,229,2011,7,Friday
2874,2011-07-08 16:00:00,Summer,0,1.0,Rainy,27.88,83.0,30.0026,27,105,132,2011,7,Friday
2876,2011-07-08 18:00:00,Summer,0,1.0,Clear,27.06,83.0,6.0032,35,281,316,2011,7,Friday
2882,2011-07-09 00:00:00,Summer,1,0.0,Mist,27.06,83.0,8.9981,31,90,121,2011,7,Saturday
2885,2011-07-09 03:00:00,Summer,1,0.0,Clear,26.24,89.0,8.9981,7,23,30,2011,7,Saturday
2889,2011-07-09 07:00:00,Summer,1,0.0,Clear,27.06,78.0,12.998,21,50,71,2011,7,Saturday
2892,2011-07-09 10:00:00,Summer,1,0.0,Clear,31.16,52.0,11.0014,87,177,264,2011,7,Saturday
2897,2011-07-09 15:00:00,Summer,1,0.0,Clear,34.44,34.0,6.0032,182,220,402,2011,7,Saturday
2902,2011-07-09 20:00:00,Summer,1,0.0,Clear,31.16,58.0,15.0013,129,185,314,2011,7,Saturday
2903,2011-07-09 21:00:00,Summer,1,0.0,Clear,30.34,58.0,11.0014,83,155,238,2011,7,Saturday
2909,2011-07-10 03:00:00,Summer,1,0.0,Clear,27.06,74.0,6.0032,6,19,25,2011,7,Sunday
2913,2011-07-10 07:00:00,Summer,1,0.0,Clear,28.7,70.0,6.0032,27,38,65,2011,7,Sunday
2918,2011-07-10 12:00:00,Summer,1,0.0,Clear,33.62,46.0,19.0012,133,244,377,2011,7,Sunday
2919,2011-07-10 13:00:00,Summer,1,0.0,Clear,32.8,46.0,19.9995,139,228,367,2011,7,Sunday
2934,2011-07-11 04:00:00,Summer,0,1.0,Clear,27.06,74.0,15.0013,0,4,4,2011,7,Monday
2940,2011-07-11 10:00:00,Summer,0,1.0,Clear,32.8,55.0,23.9994,44,73,117,2011,7,Monday
2950,2011-07-11 20:00:00,Summer,0,1.0,Clear,29.52,74.0,27.9993,42,194,236,2011,7,Monday
2952,2011-07-11 22:00:00,Summer,0,1.0,Clear,29.52,74.0,8.9981,20,70,90,2011,7,Monday
2953,2011-07-11 23:00:00,Summer,0,1.0,Clear,28.7,79.0,8.9981,11,44,55,2011,7,Monday
2958,2011-07-12 04:00:00,Summer,0,1.0,Clear,28.7,79.0,11.0014,0,6,6,2011,7,Tuesday
2965,2011-07-12 11:00:00,Summer,0,1.0,Clear,33.62,52.0,11.0014,39,86,125,2011,7,Tuesday
2968,2011-07-12 14:00:00,Summer,0,1.0,Clear,36.9,42.0,19.9995,33,91,124,2011,7,Tuesday
2972,2011-07-12 18:00:00,Summer,0,1.0,Clear,35.26,47.0,19.9995,39,472,511,2011,7,Tuesday
2974,2011-07-12 20:00:00,Summer,0,1.0,Clear,33.62,43.0,12.998,57,251,308,2011,7,Tuesday
2976,2011-07-12 22:00:00,Summer,0,1.0,Clear,32.8,46.0,8.9981,44,150,194,2011,7,Tuesday
2983,2011-07-13 05:00:00,Summer,0,1.0,Clear,30.34,58.0,12.998,4,22,26,2011,7,Wednesday
2986,2011-07-13 08:00:00,Summer,0,1.0,Clear,32.8,49.0,16.9979,31,418,449,2011,7,Wednesday
2988,2011-07-13 10:00:00,Summer,0,1.0,Clear,33.62,46.0,12.998,33,80,113,2011,7,Wednesday
2989,2011-07-13 11:00:00,Summer,0,1.0,Clear,34.44,39.0,11.0014,55,110,165,2011,7,Wednesday
