,datetime,season,holiday,workingday,weather,temp,humidity,windspeed,casual,registered,rented_bikes_count,year,month,day,revenue,profit
534,2011-05-09 17:00:00,Spring,0,1.0,Clear,25.42,38.0,16.9979,59,539,598,2011,5,Monday,3875,3332.3287671232874
535,2011-05-09 18:00:00,Spring,0,1.0,Clear,25.42,38.0,19.9995,66,458,524,2011,5,Monday,3610,3104.428767123288
536,2011-05-09 23:00:00,Spring,0,1.0,Clear,20.5,68.0,6.0032,16,45,61,2011,5,Monday,545,468.52876712328765
537,2011-05-10 06:00:00,Spring,0,1.0,Clear,17.22,67.0,8.9981,9,103,112,2011,5,Tuesday,695,597.5287671232877
538,2011-05-10 09:00:00,Spring,0,1.0,Mist,21.32,48.0,7.0015,29,176,205,2011,5,Tuesday,1460,1255.4287671232876
539,2011-05-10 17:00:00,Spring,0,1.0,Clear,26.24,33.0,0.0,79,532,611,2011,5,Tuesday,4240,3646.2287671232875
540,2011-05-11 02:00:00,Spring,0,1.0,Clear,21.32,59.0,0.0,6,4,10,2011,5,Wednesday,140,120.22876712328767
541,2011-05-11 03:00:00,Spring,0,1.0,Clear,20.5,63.0,15.0013,0,3,3,2011,5,Wednesday,15,12.728767123287671
542,2011-05-11 08:00:00,Spring,0,1.0,Clear,19.68,77.0,16.9979,21,421,442,2011,5,Wednesday,2525,2171.3287671232874
543,2011-05-11 13:00:00,Spring,0,1.0,Clear,25.42,50.0,0.0,36,157,193,2011,5,Wednesday,1505,1294.1287671232876
544,2011-05-11 16:00:00,Spring,0,1.0,Clear,27.06,39.0,0.0,49,240,289,2011,5,Wednesday,2180,1874.6287671232876
545,2011-05-12 02:00:00,Spring,0,1.0,Clear,18.04,94.0,12.998,1,14,15,2011,5,Thursday,90,77.22876712328767
546,2011-05-12 15:00:00,Spring,0,1.0,Mist,26.24,53.0,16.9979,54,163,217,2011,5,Thursday,1895,1629.5287671232877
547,2011-05-13 01:00:00,Spring,0,1.0,Clear,21.32,83.0,11.0014,5,15,20,2011,5,Friday,175,150.32876712328766
548,2011-05-13 10:00:00,Spring,0,1.0,Mist,21.32,83.0,8.9981,31,99,130,2011,5,Friday,1115,958.7287671232876
549,2011-05-13 12:00:00,Spring,0,1.0,Mist,21.32,88.0,12.998,53,170,223,2011,5,Friday,1910,1642.4287671232876
550,2011-05-13 19:00:00,Spring,0,1.0,Mist,21.32,83.0,12.998,25,245,270,2011,5,Friday,1725,1483.3287671232877
551,2011-05-14 21:00:00,Spring,1,0.0,Rainy,22.14,94.0,15.0013,15,44,59,2011,5,Saturday,520,447.02876712328765
552,2011-05-14 23:00:00,Spring,1,0.0,Rainy,21.32,100.0,12.998,11,33,44,2011,5,Saturday,385,330.9287671232877
553,2011-05-15 06:00:00,Spring,1,1.0,Mist,21.32,100.0,8.9981,3,14,17,2011,5,Sunday,130,111.62876712328767
554,2011-05-15 09:00:00,Spring,1,1.0,Clear,23.78,83.0,16.9979,36,98,134,2011,5,Sunday,1210,1040.4287671232876
555,2011-05-15 10:00:00,Spring,1,0.0,Clear,23.78,83.0,15.0013,73,153,226,2011,5,Sunday,2225,1913.3287671232877
556,2011-05-15 20:00:00,Spring,1,0.0,Clear,22.14,88.0,0.0,53,138,191,2011,5,Sunday,1750,1504.8287671232877
557,2011-05-16 00:00:00,Spring,0,1.0,Clear,21.32,94.0,7.0015,17,21,38,2011,5,Monday,445,382.52876712328765
558,2011-05-16 10:00:00,Spring,0,1.0,Clear,25.42,65.0,6.0032,37,75,112,2011,5,Monday,1115,958.7287671232876
559,2011-05-16 11:00:00,Spring,0,1.0,Clear,26.24,57.0,0.0,56,129,185,2011,5,Monday,1765,1517.7287671232875
560,2011-05-16 12:00:00,Spring,0,1.0,Clear,27.06,54.0,6.0032,72,137,209,2011,5,Monday,2125,1827.3287671232877
561,2011-05-16 17:00:00,Spring,0,1.0,Clear,23.78,88.0,15.0013,47,227,274,2011,5,Monday,2075,1784.3287671232877
562,2011-05-16 19:00:00,Spring,0,1.0,Clear,23.78,83.0,16.9979,36,272,308,2011,5,Monday,2080,1788.6287671232876
563,2011-05-16 21:00:00,Spring,0,1.0,Clear,23.78,83.0,0.0,28,149,177,2011,5,Monday,1305,1122.1287671232876
564,2011-05-16 22:00:00,Spring,0,1.0,Clear,22.96,88.0,6.0032,22,105,127,2011,5,Monday,965,829.7287671232876
565,2011-05-17 01:00:00,Spring,0,1.0,Rainy,22.96,88.0,0.0,7,6,13,2011,5,Tuesday,170,146.02876712328768
566,2011-05-17 14:00:00,Spring,0,1.0,Clear,25.42,73.0,31.0009,61,123,184,2011,5,Tuesday,1835,1577.9287671232876
567,2011-05-17 15:00:00,Spring,0,1.0,Clear,25.42,69.0,30.0026,79,131,210,2011,5,Tuesday,2235,1921.9287671232876
568,2011-05-17 22:00:00,Spring,0,1.0,Mist,22.14,88.0,19.0012,12,86,98,2011,5,Tuesday,670,576.0287671232877
569,2011-05-18 01:00:00,Spring,0,1.0,Mist,22.14,88.0,16.9979,3,9,12,2011,5,Wednesday,105,90.12876712328767
570,2011-05-18 10:00:00,Spring,0,1.0,Rainy,22.14,88.0,19.0012,33,73,106,2011,5,Wednesday,1025,881.3287671232877
571,2011-05-18 15:00:00,Spring,0,1.0,Clear,24.6,78.0,16.9979,34,133,167,2011,5,Wednesday,1345,1156.5287671232877
572,2011-05-18 23:00:00,Spring,0,1.0,Clear,21.32,94.0,6.0032,10,49,59,2011,5,Wednesday,445,382.52876712328765
573,2011-05-19 03:00:00,Spring,0,1.0,Clear,19.68,100.0,0.0,1,3,4,2011,5,Thursday,35,29.92876712328767
574,2011-05-19 07:00:00,Spring,0,1.0,Mist,20.5,100.0,0.0,18,239,257,2011,5,Thursday,1555,1337.1287671232876
575,2011-05-19 11:00:00,Spring,0,1.0,Rainy,22.14,88.0,11.0014,53,111,164,2011,5,Thursday,1615,1388.7287671232875
576,2011-05-19 12:00:00,Spring,0,1.0,Mist,23.78,78.0,7.0015,38,130,168,2011,5,Thursday,1410,1212.4287671232876
577,2011-05-19 13:00:00,Spring,0,1.0,Rainy,23.78,64.0,16.9979,44,139,183,2011,5,Thursday,1575,1354.3287671232877
578,2011-05-19 20:00:00,Spring,0,1.0,Clear,22.14,77.0,19.0012,46,236,282,2011,5,Thursday,2100,1805.8287671232877
579,2011-05-19 21:00:00,Spring,0,1.0,Clear,22.14,77.0,19.0012,29,180,209,2011,5,Thursday,1480,1272.6287671232876
580,2011-06-01 01:00:00,Summer,0,1.0,Clear,28.7,84.0,16.9979,8,9,17,2011,6,Wednesday,205,176.12876712328767
581,2011-06-01 08:00:00,Summer,0,1.0,Mist,29.52,79.0,12.998,37,417,454,2011,6,Wednesday,2825,2429.3287671232874
582,2011-06-01 10:00:00,Summer,0,1.0,Mist,31.16,75.0,16.9979,31,84,115,2011,6,Wednesday,1040,894.2287671232876
583,2011-06-02 02:00:00,Summer,0,1.0,Clear,28.7,39.0,0.0,0,6,6,2011,6,Thursday,30,25.628767123287673
584,2011-06-02 04:00:00,Summer,0,1.0,Clear,27.06,41.0,12.998,0,3,3,2011,6,Thursday,15,12.728767123287671
585,2011-06-02 05:00:00,Summer,0,1.0,Clear,27.06,39.0,15.0013,3,28,31,2011,6,Thursday,200,171.82876712328766
586,2011-06-03 02:00:00,Summer,0,1.0,Clear,22.96,43.0,15.0013,0,12,12,2011,6,Friday,60,51.42876712328767
587,2011-06-03 03:00:00,Summer,0,1.0,Clear,22.14,49.0,15.0013,0,5,5,2011,6,Friday,25,21.32876712328767
588,2011-06-03 06:00:00,Summer,0,1.0,Clear,22.14,45.0,19.9995,8,98,106,2011,6,Friday,650,558.8287671232877
589,2011-06-03 09:00:00,Summer,0,1.0,Clear,23.78,40.0,11.0014,36,194,230,2011,6,Friday,1690,1453.2287671232875
590,2011-06-03 16:00:00,Summer,0,1.0,Clear,29.52,26.0,22.0028,63,286,349,2011,6,Friday,2690,2313.2287671232875
591,2011-06-03 17:00:00,Summer,0,1.0,Clear,29.52,25.0,19.0012,73,485,558,2011,6,Friday,3885,3340.928767123288
592,2011-06-03 20:00:00,Summer,0,1.0,Clear,26.24,29.0,11.0014,57,236,293,2011,6,Friday,2320,1995.0287671232877
593,2011-06-04 02:00:00,Summer,1,0.0,Clear,22.14,56.0,12.998,18,41,59,2011,6,Saturday,565,485.72876712328764
594,2011-06-04 13:00:00,Summer,1,0.0,Clear,30.34,28.0,8.9981,188,268,456,2011,6,Saturday,5100,4385.828767123287
595,2011-06-04 14:00:00,Summer,1,0.0,Clear,30.34,33.0,15.0013,193,258,451,2011,6,Saturday,5150,4428.828767123287
596,2011-06-04 18:00:00,Summer,1,0.0,Mist,30.34,30.0,11.0014,127,214,341,2011,6,Saturday,3610,3104.428767123288
597,2011-06-04 20:00:00,Summer,1,0.0,Mist,28.7,48.0,6.0032,90,149,239,2011,6,Saturday,2545,2188.5287671232877
598,2011-06-05 03:00:00,Summer,1,0.0,Mist,25.42,65.0,11.0014,22,25,47,2011,6,Sunday,565,485.72876712328764
599,2011-06-05 05:00:00,Summer,1,0.0,Mist,25.42,61.0,8.9981,1,5,6,2011,6,Sunday,45,38.52876712328767
600,2011-06-05 10:00:00,Summer,1,0.0,Mist,25.42,73.0,6.0032,83,168,251,2011,6,Sunday,2500,2149.8287671232874
601,2011-06-05 16:00:00,Summer,1,0.0,Clear,29.52,51.0,6.0032,138,260,398,2011,6,Sunday,4060,3491.428767123288
602,2011-06-05 19:00:00,Summer,1,0.0,Clear,27.88,65.0,11.0014,108,249,357,2011,6,Sunday,3405,2928.1287671232876
603,2011-06-06 02:00:00,Summer,0,1.0,Clear,23.78,88.0,7.0015,4,4,8,2011,6,Monday,100,85.82876712328766
604,2011-06-06 03:00:00,Summer,0,1.0,Clear,23.78,88.0,0.0,2,3,5,2011,6,Monday,55,47.12876712328767
605,2011-06-06 06:00:00,Summer,0,1.0,Clear,23.78,88.0,0.0,11,101,112,2011,6,Monday,725,623.3287671232877
606,2011-06-06 08:00:00,Summer,0,1.0,Clear,26.24,73.0,6.0032,28,410,438,2011,6,Monday,2610,2244.428767123288
607,2011-06-06 13:00:00,Summer,0,1.0,Clear,31.98,35.0,0.0,28,152,180,2011,6,Monday,1320,1135.0287671232877
608,2011-06-06 23:00:00,Summer,0,1.0,Clear,26.24,69.0,6.0032,5,55,60,2011,6,Monday,375,322.32876712328766
609,2011-06-07 00:00:00,Summer,0,1.0,Clear,26.24,65.0,6.0032,5,15,20,2011,6,Tuesday,175,150.32876712328766
610,2011-06-07 07:00:00,Summer,0,1.0,Mist,26.24,69.0,12.998,23,311,334,2011,6,Tuesday,2015,1732.7287671232875
611,2011-06-07 11:00:00,Summer,0,1.0,Mist,31.16,52.0,16.9979,38,113,151,2011,6,Tuesday,1325,1139.3287671232877
612,2011-06-07 13:00:00,Summer,0,1.0,Mist,32.8,43.0,16.9979,55,141,196,2011,6,Tuesday,1805,1552.1287671232876
613,2011-06-07 19:00:00,Summer,0,1.0,Clear,31.16,48.0,16.9979,69,355,424,2011,6,Tuesday,3155,2713.1287671232876
614,2011-06-07 20:00:00,Summer,0,1.0,Clear,30.34,56.0,8.9981,45,301,346,2011,6,Tuesday,2405,2068.1287671232876
615,2011-06-07 22:00:00,Summer,0,1.0,Clear,28.7,65.0,8.9981,27,126,153,2011,6,Tuesday,1170,1006.0287671232877
616,2011-06-08 06:00:00,Summer,0,1.0,Clear,26.24,89.0,8.9981,13,103,116,2011,6,Wednesday,775,666.3287671232877
617,2011-06-08 07:00:00,Summer,0,1.0,Clear,27.06,74.0,7.0015,24,329,353,2011,6,Wednesday,2125,1827.3287671232877
618,2011-06-08 11:00:00,Summer,0,1.0,Clear,34.44,41.0,12.998,28,106,134,2011,6,Wednesday,1090,937.2287671232876
619,2011-06-08 13:00:00,Summer,0,1.0,Clear,36.9,42.0,0.0,20,116,136,2011,6,Wednesday,980,842.6287671232876
620,2011-06-08 17:00:00,Summer,0,1.0,Clear,37.72,35.0,15.0013,80,426,506,2011,6,Wednesday,3730,3207.6287671232876
621,2011-06-08 18:00:00,Summer,0,1.0,Clear,36.9,37.0,15.0013,61,398,459,2011,6,Wednesday,3210,2760.428767123288
622,2011-06-08 19:00:00,Summer,0,1.0,Clear,33.62,59.0,8.9981,61,323,384,2011,6,Wednesday,2835,2437.928767123288
623,2011-06-09 01:00:00,Summer,0,1.0,Clear,30.34,79.0,7.0015,3,13,16,2011,6,Thursday,125,107.32876712328768
624,2011-06-09 02:00:00,Summer,0,1.0,Mist,29.52,84.0,11.0014,0,6,6,2011,6,Thursday,30,25.628767123287673
625,2011-06-09 06:00:00,Summer,0,1.0,Mist,29.52,84.0,6.0032,13,105,118,2011,6,Thursday,785,674.9287671232877
626,2011-06-09 09:00:00,Summer,0,1.0,Clear,34.44,49.0,0.0,20,148,168,2011,6,Thursday,1140,980.2287671232876
627,2011-06-09 10:00:00,Summer,0,1.0,Clear,35.26,50.0,19.0012,20,74,94,2011,6,Thursday,770,662.0287671232877
628,2011-06-09 13:00:00,Summer,0,1.0,Clear,36.9,37.0,6.0032,18,118,136,2011,6,Thursday,950,816.8287671232877
629,2011-06-09 22:00:00,Summer,0,1.0,Mist,30.34,58.0,11.0014,22,131,153,2011,6,Thursday,1095,941.5287671232877
630,2011-06-09 23:00:00,Summer,0,1.0,Mist,30.34,57.0,11.0014,15,82,97,2011,6,Thursday,710,610.4287671232877
631,2011-06-10 20:00:00,Summer,0,1.0,Clear,31.16,62.0,7.0015,53,197,250,2011,6,Friday,2045,1758.5287671232877
632,2011-06-11 01:00:00,Summer,1,0.0,Clear,28.7,79.0,6.0032,10,67,77,2011,6,Saturday,535,459.9287671232877
633,2011-06-11 02:00:00,Summer,1,0.0,Clear,28.7,79.0,7.0015,10,50,60,2011,6,Saturday,450,386.82876712328766
634,2011-06-11 03:00:00,Summer,1,0.0,Clear,27.88,83.0,6.0032,10,18,28,2011,6,Saturday,290,249.22876712328767
635,2011-06-11 06:00:00,Summer,1,0.0,Clear,28.7,61.0,8.9981,9,31,40,2011,6,Saturday,335,287.9287671232877
636,2011-06-11 07:00:00,Summer,1,1.0,Clear,29.52,58.0,12.998,18,50,68,2011,6,Saturday,610,524.4287671232877
637,2011-06-11 09:00:00,Summer,1,0.0,Clear,30.34,62.0,8.9981,59,171,230,2011,6,Saturday,2035,1749.9287671232876
638,2011-06-11 19:00:00,Summer,1,0.0,Clear,28.7,65.0,12.998,97,167,264,2011,6,Saturday,2775,2386.3287671232874
639,2011-06-12 04:00:00,Summer,1,0.0,Clear,25.42,88.0,11.0014,8,6,14,2011,6,Sunday,190,163.22876712328767
640,2011-06-12 10:00:00,Summer,1,0.0,Clear,31.16,58.0,6.0032,120,191,311,2011,6,Sunday,3355,2885.1287671232876
641,2011-06-12 11:00:00,Summer,1,0.0,Clear,31.98,55.0,7.0015,131,236,367,2011,6,Sunday,3800,3267.8287671232874
642,2011-06-12 14:00:00,Summer,1,0.0,Clear,33.62,56.0,16.9979,96,219,315,2011,6,Sunday,3015,2592.7287671232875
643,2011-06-12 20:00:00,Summer,1,0.0,Clear,27.06,83.0,11.0014,62,144,206,2011,6,Sunday,1960,1685.4287671232876
644,2011-06-13 05:00:00,Summer,0,1.0,Clear,22.14,64.0,26.0027,2,27,29,2011,6,Monday,175,150.32876712328766
645,2011-06-13 07:00:00,Summer,0,1.0,Clear,22.96,56.0,23.9994,26,302,328,2011,6,Monday,2030,1745.6287671232876
646,2011-06-13 15:00:00,Summer,0,1.0,Clear,28.7,37.0,30.0026,58,127,185,2011,6,Monday,1795,1543.5287671232877
647,2011-06-13 16:00:00,Summer,0,1.0,Clear,28.7,37.0,27.9993,64,262,326,2011,6,Monday,2590,2227.2287671232875
648,2011-06-13 19:00:00,Summer,0,1.0,Clear,27.06,39.0,19.0012,75,348,423,2011,6,Monday,3240,2786.2287671232875
649,2011-06-14 05:00:00,Summer,0,1.0,Clear,22.14,56.0,22.0028,3,23,26,2011,6,Tuesday,175,150.32876712328766
650,2011-06-14 06:00:00,Summer,0,1.0,Clear,22.14,56.0,19.9995,6,107,113,2011,6,Tuesday,655,563.1287671232876
651,2011-06-14 09:00:00,Summer,0,1.0,Clear,25.42,46.0,12.998,19,174,193,2011,6,Tuesday,1250,1074.8287671232877
652,2011-06-14 21:00:00,Summer,0,1.0,Clear,24.6,56.0,19.9995,37,206,243,2011,6,Tuesday,1770,1522.0287671232877
653,2011-06-15 02:00:00,Summer,0,1.0,Clear,21.32,63.0,15.0013,0,9,9,2011,6,Wednesday,45,38.52876712328767
654,2011-06-15 03:00:00,Summer,0,1.0,Clear,20.5,68.0,16.9979,0,1,1,2011,6,Wednesday,5,4.1287671232876715
655,2011-06-15 10:00:00,Summer,0,1.0,Clear,26.24,47.0,11.0014,27,108,135,2011,6,Wednesday,1080,928.6287671232876
656,2011-06-15 11:00:00,Summer,0,1.0,Clear,27.88,36.0,0.0,49,115,164,2011,6,Wednesday,1555,1337.1287671232876
657,2011-06-15 13:00:00,Summer,0,1.0,Clear,30.34,28.0,19.0012,43,146,189,2011,6,Wednesday,1590,1367.2287671232875
658,2011-06-15 14:00:00,Summer,0,1.0,Clear,30.34,28.0,0.0,50,128,178,2011,6,Wednesday,1640,1410.2287671232875
659,2011-06-15 16:00:00,Summer,0,1.0,Clear,31.16,27.0,8.9981,47,265,312,2011,6,Wednesday,2265,1947.7287671232875
660,2011-06-15 19:00:00,Summer,0,1.0,Clear,28.7,37.0,19.0012,54,362,416,2011,6,Wednesday,2890,2485.2287671232875
661,2011-06-16 03:00:00,Summer,0,1.0,Mist,22.96,73.0,6.0032,0,4,4,2011,6,Thursday,20,17.028767123287672
662,2011-06-16 04:00:00,Summer,0,1.0,Mist,22.96,68.0,7.0015,0,6,6,2011,6,Thursday,30,25.628767123287673
663,2011-06-16 11:00:00,Summer,0,1.0,Mist,27.88,61.0,19.9995,33,117,150,2011,6,Thursday,1245,1070.5287671232877
664,2011-06-16 12:00:00,Summer,0,1.0,Clear,29.52,54.0,26.0027,41,165,206,2011,6,Thursday,1645,1414.5287671232877
665,2011-06-16 17:00:00,Summer,0,1.0,Mist,26.24,78.0,7.0015,42,230,272,2011,6,Thursday,1990,1711.2287671232875
666,2011-06-16 21:00:00,Summer,0,1.0,Rainy,25.42,83.0,16.9979,34,154,188,2011,6,Thursday,1450,1246.8287671232877
667,2011-06-17 09:00:00,Summer,0,1.0,Clear,28.7,58.0,12.998,28,196,224,2011,6,Friday,1540,1324.2287671232875
668,2011-06-17 11:00:00,Summer,0,1.0,Clear,27.88,69.0,16.9979,43,138,181,2011,6,Friday,1550,1332.8287671232877
669,2011-06-17 13:00:00,Summer,0,1.0,Clear,30.34,62.0,19.0012,48,156,204,2011,6,Friday,1740,1496.2287671232875
670,2011-06-17 17:00:00,Summer,0,1.0,Rainy,31.16,40.0,12.998,85,467,552,2011,6,Friday,4035,3469.928767123288
671,2011-06-17 21:00:00,Summer,0,1.0,Clear,26.24,78.0,6.0032,49,159,208,2011,6,Friday,1775,1526.3287671232877
672,2011-06-18 00:00:00,Summer,1,0.0,Clear,25.42,88.0,8.9981,21,83,104,2011,6,Saturday,835,717.9287671232877
673,2011-06-18 01:00:00,Summer,1,0.0,Clear,25.42,83.0,7.0015,15,80,95,2011,6,Saturday,700,601.8287671232877
674,2011-06-18 02:00:00,Summer,1,0.0,Clear,24.6,88.0,0.0,16,37,53,2011,6,Saturday,505,434.1287671232877
675,2011-06-18 04:00:00,Summer,1,0.0,Clear,24.6,88.0,6.0032,1,4,5,2011,6,Saturday,40,34.22876712328767
676,2011-06-18 05:00:00,Summer,1,0.0,Clear,25.42,83.0,0.0,1,6,7,2011,6,Saturday,50,42.82876712328767
677,2011-06-18 14:00:00,Summer,1,1.0,Mist,32.8,46.0,19.0012,138,196,334,2011,6,Saturday,3740,3216.2287671232875
678,2011-06-18 16:00:00,Summer,1,0.0,Mist,31.16,52.0,15.0013,193,275,468,2011,6,Saturday,5235,4501.928767123288
679,2011-06-18 17:00:00,Summer,1,0.0,Mist,31.16,48.0,11.0014,210,239,449,2011,6,Saturday,5395,4639.528767123287
680,2011-06-19 02:00:00,Summer,1,1.0,Clear,27.88,74.0,6.0032,13,59,72,2011,6,Sunday,555,477.1287671232877
681,2011-06-19 04:00:00,Summer,1,0.0,Mist,27.06,74.0,8.9981,7,10,17,2011,6,Sunday,190,163.22876712328767
682,2011-06-19 05:00:00,Summer,1,0.0,Mist,27.06,78.0,0.0,7,12,19,2011,6,Sunday,200,171.82876712328766
683,2011-06-19 06:00:00,Summer,1,1.0,Mist,27.06,78.0,11.0014,11,22,33,2011,6,Sunday,330,283.6287671232877
684,2011-06-19 07:00:00,Summer,1,0.0,Mist,27.06,78.0,11.0014,35,36,71,2011,6,Sunday,880,756.6287671232876
685,2011-06-19 13:00:00,Summer,1,0.0,Mist,30.34,51.0,0.0,149,214,363,2011,6,Sunday,4050,3482.8287671232874
686,2011-06-19 21:00:00,Summer,1,0.0,Clear,27.88,79.0,8.9981,57,110,167,2011,6,Sunday,1690,1453.2287671232875
687,2011-06-19 23:00:00,Summer,1,0.0,Clear,27.06,78.0,12.998,14,78,92,2011,6,Sunday,670,576.0287671232877
688,2011-07-01 07:00:00,Summer,0,1.0,Clear,27.06,54.0,7.0015,25,218,243,2011,7,Friday,1590,1367.2287671232875
689,2011-07-01 14:00:00,Summer,0,1.0,Clear,33.62,23.0,12.998,78,225,303,2011,7,Friday,2685,2308.928767123288
690,2011-07-01 18:00:00,Summer,0,1.0,Clear,32.8,24.0,16.9979,98,324,422,2011,7,Friday,3580,3078.6287671232876
691,2011-07-01 19:00:00,Summer,0,1.0,Clear,31.98,25.0,12.998,80,238,318,2011,7,Friday,2790,2399.2287671232875
692,2011-07-01 21:00:00,Summer,0,1.0,Clear,28.7,45.0,12.998,69,149,218,2011,7,Friday,2125,1827.3287671232877
693,2011-07-01 22:00:00,Summer,0,1.0,Clear,28.7,42.0,0.0,49,173,222,2011,7,Friday,1845,1586.5287671232877
694,2011-07-02 01:00:00,Summer,1,0.0,Clear,27.06,54.0,0.0,20,58,78,2011,7,Saturday,690,593.2287671232876
695,2011-07-02 02:00:00,Summer,1,0.0,Clear,26.24,53.0,0.0,9,43,52,2011,7,Saturday,395,339.52876712328765
696,2011-07-02 07:00:00,Summer,1,1.0,Clear,26.24,65.0,0.0,10,35,45,2011,7,Saturday,375,322.32876712328766
697,2011-07-02 10:00:00,Summer,1,0.0,Clear,32.8,36.0,0.0,103,168,271,2011,7,Saturday,2900,2493.8287671232874
698,2011-07-02 15:00:00,Summer,1,0.0,Clear,35.26,19.0,11.0014,168,163,331,2011,7,Saturday,4175,3590.3287671232874
699,2011-07-02 16:00:00,Summer,1,0.0,Clear,36.08,22.0,15.0013,206,192,398,2011,7,Saturday,5080,4368.628767123288
700,2011-07-02 20:00:00,Summer,1,0.0,Clear,31.16,45.0,19.0012,136,148,284,2011,7,Saturday,3460,2975.428767123288
701,2011-07-03 06:00:00,Summer,1,0.0,Mist,25.42,94.0,6.0032,0,3,3,2011,7,Sunday,15,12.728767123287671
702,2011-07-03 08:00:00,Summer,1,0.0,Clear,27.88,79.0,15.0013,39,53,92,2011,7,Sunday,1045,898.5287671232877
703,2011-07-03 11:00:00,Summer,1,0.0,Clear,31.16,62.0,7.0015,215,175,390,2011,7,Sunday,5175,4450.328767123287
704,2011-07-03 16:00:00,Summer,1,0.0,Clear,34.44,53.0,19.9995,195,219,414,2011,7,Sunday,4995,4295.528767123287
705,2011-07-03 17:00:00,Summer,1,0.0,Rainy,32.8,49.0,56.9969,181,177,358,2011,7,Sunday,4505,3874.1287671232876
706,2011-07-03 20:00:00,Summer,1,0.0,Rainy,27.06,83.0,0.0,83,93,176,2011,7,Sunday,2125,1827.3287671232877
707,2011-07-03 21:00:00,Summer,1,0.0,Mist,27.06,83.0,11.0014,75,92,167,2011,7,Sunday,1960,1685.4287671232876
708,2011-07-03 23:00:00,Summer,1,0.0,Clear,26.24,83.0,11.0014,70,77,147,2011,7,Sunday,1785,1534.9287671232876
709,2011-07-04 01:00:00,Summer,0,0.0,Clear,26.24,83.0,6.0032,43,76,119,2011,7,Monday,1240,1066.2287671232875
710,2011-07-04 02:00:00,Summer,0,0.0,Clear,26.24,83.0,0.0,33,30,63,2011,7,Monday,810,696.4287671232877
711,2011-07-04 04:00:00,Summer,0,0.0,Mist,27.06,78.0,6.0032,8,4,12,2011,7,Monday,180,154.62876712328767
712,2011-07-04 05:00:00,Summer,0,0.0,Mist,26.24,83.0,8.9981,1,3,4,2011,7,Monday,35,29.92876712328767
713,2011-07-04 09:00:00,Summer,0,0.0,Mist,29.52,66.0,6.0032,142,96,238,2011,7,Monday,3320,2855.0287671232877
714,2011-07-04 13:00:00,Summer,0,0.0,Mist,31.98,49.0,0.0,242,181,423,2011,7,Monday,5745,4940.528767123287
715,2011-07-04 14:00:00,Summer,0,0.0,Clear,32.8,46.0,0.0,235,173,408,2011,7,Monday,5565,4785.728767123288
716,2011-07-04 20:00:00,Summer,0,0.0,Mist,31.16,55.0,7.0015,195,191,386,2011,7,Monday,4855,4175.128767123288
717,2011-07-04 21:00:00,Summer,0,0.0,Mist,30.34,62.0,7.0015,195,262,457,2011,7,Monday,5210,4480.428767123288
718,2011-07-05 00:00:00,Summer,0,1.0,Mist,28.7,65.0,11.0014,19,36,55,2011,7,Tuesday,560,481.4287671232877
719,2011-07-05 05:00:00,Summer,0,1.0,Clear,27.06,69.0,0.0,1,19,20,2011,7,Tuesday,115,98.72876712328767
720,2011-07-05 07:00:00,Summer,0,1.0,Clear,28.7,65.0,6.0032,22,248,270,2011,7,Tuesday,1680,1444.6287671232876
721,2011-07-05 11:00:00,Summer,0,1.0,Clear,31.98,46.0,7.0015,75,97,172,2011,7,Tuesday,1985,1706.9287671232876
722,2011-07-05 15:00:00,Summer,0,1.0,Clear,33.62,43.0,0.0,51,111,162,2011,7,Tuesday,1575,1354.3287671232877
723,2011-07-05 17:00:00,Summer,0,1.0,Clear,33.62,46.0,7.0015,79,466,545,2011,7,Tuesday,3910,3362.428767123288
724,2011-07-06 00:00:00,Summer,0,1.0,Clear,29.52,74.0,12.998,11,26,37,2011,7,Wednesday,350,300.82876712328766
725,2011-07-06 07:00:00,Summer,0,1.0,Mist,29.52,79.0,0.0,24,288,312,2011,7,Wednesday,1920,1651.0287671232877
726,2011-07-06 09:00:00,Summer,0,1.0,Rainy,28.7,79.0,12.998,31,158,189,2011,7,Wednesday,1410,1212.4287671232876
727,2011-07-06 12:00:00,Summer,0,1.0,Mist,30.34,66.0,6.0032,38,114,152,2011,7,Wednesday,1330,1143.6287671232876
728,2011-07-06 17:00:00,Summer,0,1.0,Clear,31.98,59.0,15.0013,79,517,596,2011,7,Wednesday,4165,3581.7287671232875
729,2011-07-07 03:00:00,Summer,0,1.0,Clear,26.24,94.0,7.0015,2,2,4,2011,7,Thursday,50,42.82876712328767
730,2011-07-07 08:00:00,Summer,0,1.0,Mist,28.7,79.0,12.998,28,415,443,2011,7,Thursday,2635,2265.928767123288
731,2011-07-07 14:00:00,Summer,0,1.0,Clear,35.26,41.0,16.9979,39,121,160,2011,7,Thursday,1385,1190.9287671232876
732,2011-07-07 16:00:00,Summer,0,1.0,Clear,35.26,39.0,15.0013,47,218,265,2011,7,Thursday,2030,1745.6287671232876
733,2011-07-07 18:00:00,Summer,0,1.0,Clear,34.44,44.0,19.9995,70,492,562,2011,7,Thursday,3860,3319.428767123288
734,2011-07-07 19:00:00,Summer,0,1.0,Clear,33.62,52.0,19.0012,79,286,365,2011,7,Thursday,3010,2588.428767123288
735,2011-07-08 06:00:00,Summer,0,1.0,Clear,28.7,74.0,7.0015,11,91,102,2011,7,Friday,675,580.3287671232877
