,holiday,workingday,temp,humidity,windspeed,rented_bikes_count,year,month,revenue,profit,season_Spring,season_Summer,season_Winter,weather_Mist,weather_Rainy,weather_Snowy,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday
690,0,1.0,32.8,24.0,16.9979,422,2011,7,3580,3078.628767123288,0,1,0,0,0,0,0,0,0,0,0,0
691,0,1.0,31.98,25.0,12.998,318,2011,7,2790,2399.2287671232875,0,1,0,0,0,0,0,0,0,0,0,0
692,0,1.0,28.7,45.0,12.998,218,2011,7,2125,1827.328767123288,0,1,0,0,0,0,0,0,0,0,0,0
693,0,1.0,28.7,42.0,0.0,222,2011,7,1845,1586.5287671232877,0,1,0,0,0,0,0,0,0,0,0,0
694,1,0.0,27.06,54.0,0.0,78,2011,7,690,593.2287671232876,0,1,0,0,0,0,0,1,0,0,0,0
695,1,0.0,26.24,53.0,0.0,52,2011,7,395,339.52876712328765,0,1,0,0,0,0,0,1,0,0,0,0
696,1,1.0,26.24,65.0,0.0,45,2011,7,375,322.32876712328766,0,1,0,0,0,0,0,1,0,0,0,0
697,1,0.0,32.8,36.0,0.0,271,2011,7,2900,2493.8287671232874,0,1,0,0,0,0,0,1,0,0,0,0
698,1,0.0,35.26,19.0,11.0014,331,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
699,1,0.0,36.08,22.0,15.0013,398,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
700,1,0.0,31.16,45.0,19.0012,284,2011,7,3460,2975.428767123288,0,1,0,0,0,0,0,1,0,0,0,0
701,1,0.0,25.42,94.0,6.0032,3,2011,7,15,12.728767123287671,0,1,0,1,0,0,0,0,1,0,0,0
702,1,0.0,27.88,79.0,15.0013,92,2011,7,1045,898.5287671232877,0,1,0,0,0,0,0,0,1,0,0,0
703,1,0.0,31.16,62.0,7.0015,390,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
704,1,0.0,34.44,53.0,19.9995,414,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
705,1,0.0,32.8,49.0,12.998,358,2011,7,1020,877.0287671232877,0,1,0,0,1,0,0,0,1,0,0,0
706,1,0.0,27.06,83.0,0.0,176,2011,7,2125,1827.328767123288,0,1,0,0,1,0,0,0,1,0,0,0
707,1,0.0,27.06,83.0,11.0014,167,2011,7,1960,1685.4287671232876,0,1,0,1,0,0,0,0,1,0,0,0
708,1,0.0,26.24,83.0,11.0014,147,2011,7,1785,1534.9287671232876,0,1,0,0,0,0,0,0,1,0,0,0
709,0,0.0,26.24,83.0,6.0032,119,2011,7,1240,1066.2287671232875,0,1,0,0,0,0,1,0,0,0,0,0
710,0,0.0,26.24,83.0,0.0,63,2011,7,810,696.4287671232877,0,1,0,0,0,0,1,0,0,0,0,0
711,0,0.0,27.06,78.0,6.0032,12,2011,7,180,154.62876712328767,0,1,0,1,0,0,1,0,0,0,0,0
712,0,0.0,26.24,83.0,8.9981,4,2011,7,35,29.92876712328767,0,1,0,1,0,0,1,0,0,0,0,0
713,0,0.0,29.52,66.0,6.0032,238,2011,7,3320,2855.028767123288,0,1,0,1,0,0,1,0,0,0,0,0
714,0,0.0,31.98,49.0,0.0,423,2011,7,1020,877.0287671232877,0,1,0,1,0,0,1,0,0,0,0,0
715,0,0.0,32.8,46.0,0.0,408,2011,7,1020,877.0287671232877,0,1,0,0,0,0,1,0,0,0,0,0
716,0,0.0,31.16,55.0,7.0015,386,2011,7,1020,877.0287671232877,0,1,0,1,0,0,1,0,0,0,0,0
717,0,0.0,30.34,62.0,7.0015,457,2011,7,1020,877.0287671232877,0,1,0,1,0,0,1,0,0,0,0,0
718,0,1.0,28.7,65.0,11.0014,55,2011,7,560,481.4287671232877,0,1,0,1,0,0,0,0,0,0,1,0
719,0,1.0,27.06,69.0,0.0,20,2011,7,115,98.72876712328768,0,1,0,0,0,0,0,0,0,0,1,0
720,0,1.0,28.7,65.0,6.0032,270,2011,7,1680,1444.6287671232876,0,1,0,0,0,0,0,0,0,0,1,0
721,0,1.0,31.98,46.0,7.0015,172,2011,7,1985,1706.9287671232876,0,1,0,0,0,0,0,0,0,0,1,0
722,0,1.0,33.62,43.0,0.0,162,2011,7,1575,1354.3287671232877,0,1,0,0,0,0,0,0,0,0,1,0
723,0,1.0,33.62,46.0,7.0015,144,2011,7,3910,3362.428767123288,0,1,0,0,0,0,0,0,0,0,1,0
724,0,1.0,29.52,74.0,12.998,37,2011,7,350,300.82876712328766,0,1,0,0,0,0,0,0,0,0,0,1
725,0,1.0,29.52,79.0,0.0,312,2011,7,1920,1651.0287671232877,0,1,0,1,0,0,0,0,0,0,0,1
726,0,1.0,28.7,79.0,12.998,189,2011,7,1410,1212.4287671232876,0,1,0,0,1,0,0,0,0,0,0,1
727,0,1.0,30.34,66.0,6.0032,152,2011,7,1330,1143.6287671232876,0,1,0,1,0,0,0,0,0,0,0,1
728,0,1.0,31.98,59.0,15.0013,144,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,0,0,1
729,0,1.0,26.24,94.0,7.0015,4,2011,7,50,42.82876712328767,0,1,0,0,0,0,0,0,0,1,0,0
730,0,1.0,28.7,79.0,12.998,443,2011,7,2635,2265.928767123288,0,1,0,1,0,0,0,0,0,1,0,0
731,0,1.0,35.26,41.0,16.9979,160,2011,7,1385,1190.9287671232876,0,1,0,0,0,0,0,0,0,1,0,0
732,0,1.0,35.26,39.0,15.0013,265,2011,7,2030,1745.6287671232876,0,1,0,0,0,0,0,0,0,1,0,0
733,0,1.0,34.44,44.0,19.9995,144,2011,7,3860,3319.428767123288,0,1,0,0,0,0,0,0,0,1,0,0
734,0,1.0,33.62,52.0,19.0012,365,2011,7,3010,2588.428767123288,0,1,0,0,0,0,0,0,0,1,0,0
735,0,1.0,28.7,74.0,7.0015,102,2011,7,675,580.3287671232877,0,1,0,0,0,0,0,0,0,0,0,0
736,0,1.0,31.16,70.0,19.0012,213,2011,7,1800,1547.8287671232877,0,1,0,1,0,0,0,0,0,0,0,0
737,0,1.0,31.98,66.0,19.0012,229,2011,7,1955,1681.1287671232876,0,1,0,1,0,0,0,0,0,0,0,0
738,0,1.0,27.88,83.0,30.0026,132,2011,7,1065,915.7287671232876,0,1,0,0,1,0,0,0,0,0,0,0
739,0,1.0,27.06,83.0,6.0032,316,2011,7,2105,1810.128767123288,0,1,0,0,0,0,0,0,0,0,0,0
740,1,0.0,27.06,83.0,8.9981,121,2011,7,1070,920.0287671232876,0,1,0,1,0,0,0,1,0,0,0,0
741,1,0.0,26.24,89.0,8.9981,30,2011,7,255,219.12876712328767,0,1,0,0,0,0,0,1,0,0,0,0
742,1,0.0,27.06,78.0,12.998,71,2011,7,670,576.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
743,1,0.0,31.16,52.0,11.0014,264,2011,7,2625,2257.3287671232874,0,1,0,0,0,0,0,1,0,0,0,0
744,1,0.0,34.44,34.0,6.0032,402,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
745,1,0.0,31.16,58.0,15.0013,314,2011,7,3505,3014.128767123288,0,1,0,0,0,0,0,1,0,0,0,0
746,1,0.0,30.34,58.0,11.0014,238,2011,7,2435,2093.928767123288,0,1,0,0,0,0,0,1,0,0,0,0
747,1,0.0,27.06,74.0,6.0032,25,2011,7,215,184.72876712328767,0,1,0,0,0,0,0,0,1,0,0,0
748,1,0.0,28.7,70.0,6.0032,65,2011,7,730,627.6287671232876,0,1,0,0,0,0,0,0,1,0,0,0
749,1,0.0,33.62,46.0,19.0012,377,2011,7,3880,3336.628767123288,0,1,0,0,0,0,0,0,1,0,0,0
750,1,0.0,32.8,46.0,19.9995,367,2011,7,3920,3371.028767123288,0,1,0,0,0,0,0,0,1,0,0,0
751,0,1.0,27.06,74.0,15.0013,4,2011,7,20,17.028767123287672,0,1,0,0,0,0,1,0,0,0,0,0
752,0,1.0,32.8,55.0,23.9994,117,2011,7,1245,1070.5287671232877,0,1,0,0,0,0,1,0,0,0,0,0
753,0,1.0,29.52,74.0,27.9993,236,2011,7,1810,1556.4287671232876,0,1,0,0,0,0,1,0,0,0,0,0
754,0,1.0,29.52,74.0,8.9981,90,2011,7,750,644.8287671232877,0,1,0,0,0,0,1,0,0,0,0,0
755,0,1.0,28.7,79.0,8.9981,55,2011,7,440,378.2287671232877,0,1,0,0,0,0,1,0,0,0,0,0
756,0,1.0,28.7,79.0,11.0014,6,2011,7,30,25.628767123287677,0,1,0,0,0,0,0,0,0,0,1,0
757,0,1.0,33.62,52.0,11.0014,125,2011,7,1210,1040.4287671232876,0,1,0,0,0,0,0,0,0,0,1,0
758,0,1.0,36.9,42.0,19.9995,124,2011,7,1115,958.7287671232876,0,1,0,0,0,0,0,0,0,0,1,0
759,0,1.0,35.26,47.0,19.9995,144,2011,7,3140,2700.2287671232875,0,1,0,0,0,0,0,0,0,0,1,0
760,0,1.0,33.62,43.0,12.998,308,2011,7,2395,2059.528767123288,0,1,0,0,0,0,0,0,0,0,1,0
761,0,1.0,32.8,46.0,8.9981,194,2011,7,1630,1401.6287671232876,0,1,0,0,0,0,0,0,0,0,1,0
762,0,1.0,30.34,58.0,12.998,26,2011,7,190,163.22876712328767,0,1,0,0,0,0,0,0,0,0,0,1
763,0,1.0,32.8,49.0,16.9979,449,2011,7,2710,2330.428767123288,0,1,0,0,0,0,0,0,0,0,0,1
764,0,1.0,33.62,46.0,12.998,113,2011,7,1060,911.4287671232876,0,1,0,0,0,0,0,0,0,0,0,1
765,0,1.0,34.44,39.0,11.0014,165,2011,7,1650,1418.8287671232877,0,1,0,0,0,0,0,0,0,0,0,1
766,0,1.0,28.7,79.0,0.0,488,2011,7,3490,3001.2287671232875,0,1,0,0,0,0,0,0,0,0,0,1
767,0,1.0,28.7,84.0,11.0014,342,2011,7,2625,2257.3287671232874,0,1,0,0,0,0,0,0,0,0,0,1
768,0,1.0,27.06,69.0,19.9995,46,2011,7,440,378.2287671232877,0,1,0,0,0,0,0,0,0,1,0,0
769,0,1.0,26.24,57.0,19.9995,10,2011,7,95,81.52876712328766,0,1,0,0,0,0,0,0,0,1,0,0
770,0,1.0,25.42,53.0,16.9979,6,2011,7,30,25.628767123287677,0,1,0,0,0,0,0,0,0,1,0,0
771,0,1.0,24.6,56.0,15.0013,28,2011,7,230,197.62876712328767,0,1,0,0,0,0,0,0,0,1,0,0
772,0,1.0,27.88,47.0,19.0012,224,2011,7,1555,1337.1287671232876,0,1,0,0,0,0,0,0,0,1,0,0
773,0,1.0,30.34,35.0,16.9979,223,2011,7,1880,1616.6287671232876,0,1,0,0,0,0,0,0,0,1,0,0
774,0,1.0,31.16,33.0,22.0028,177,2011,7,1470,1264.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
775,0,1.0,30.34,35.0,19.0012,178,2011,7,1625,1397.3287671232877,0,1,0,0,0,0,0,0,0,1,0,0
776,0,1.0,31.16,33.0,8.9981,274,2011,7,2015,1732.7287671232875,0,1,0,0,0,0,0,0,0,1,0,0
777,0,1.0,29.52,42.0,12.998,144,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
778,0,1.0,29.52,39.0,15.0013,400,2011,7,3005,2584.128767123288,0,1,0,0,0,0,0,0,0,1,0,0
779,0,1.0,26.24,57.0,6.0032,176,2011,7,1510,1298.4287671232876,0,1,0,0,0,0,0,0,0,1,0,0
780,0,1.0,25.42,73.0,15.0013,80,2011,7,745,640.5287671232877,0,1,0,0,0,0,0,0,0,0,0,0
781,0,1.0,24.6,78.0,11.0014,38,2011,7,430,369.6287671232877,0,1,0,0,0,0,0,0,0,0,0,0
782,0,1.0,26.24,65.0,16.9979,144,2011,7,3570,3070.028767123288,0,1,0,0,0,0,0,0,0,0,0,0
783,0,1.0,28.7,48.0,12.998,238,2011,7,2105,1810.128767123288,0,1,0,0,0,0,0,0,0,0,0,0
784,0,1.0,29.52,51.0,12.998,361,2011,7,3245,2790.528767123288,0,1,0,0,0,0,0,0,0,0,0,0
785,0,1.0,28.7,45.0,15.0013,394,2011,7,3680,3164.628767123288,0,1,0,0,0,0,0,0,0,0,0,0
786,0,1.0,27.06,54.0,7.0015,261,2011,7,2430,2089.628767123288,0,1,0,0,0,0,0,0,0,0,0,0
787,1,0.0,24.6,78.0,8.9981,26,2011,7,220,189.02876712328768,0,1,0,0,0,0,0,1,0,0,0,0
788,1,0.0,24.6,78.0,11.0014,37,2011,7,425,365.32876712328766,0,1,0,0,0,0,0,1,0,0,0,0
789,1,0.0,27.06,65.0,11.0014,127,2011,7,1190,1023.2287671232876,0,1,0,0,0,0,0,1,0,0,0,0
790,1,1.0,30.34,48.0,15.0013,396,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
791,1,0.0,31.16,43.0,19.0012,463,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
792,1,0.0,30.34,45.0,19.9995,433,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
793,1,0.0,27.88,61.0,15.0013,168,2011,7,1755,1509.1287671232876,0,1,0,0,0,0,0,1,0,0,0,0
794,1,0.0,26.24,69.0,12.998,102,2011,7,750,644.8287671232877,0,1,0,0,0,0,0,0,1,0,0,0
795,1,0.0,26.24,73.0,11.0014,50,2011,7,550,472.82876712328766,0,1,0,0,0,0,0,0,1,0,0,0
796,1,0.0,31.16,55.0,19.0012,391,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
797,1,0.0,32.8,49.0,19.9995,472,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
798,1,0.0,32.8,49.0,23.9994,430,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
799,1,0.0,32.8,49.0,26.0027,369,2011,7,3840,3302.2287671232875,0,1,0,0,0,0,0,0,1,0,0,0
800,1,0.0,32.8,46.0,19.9995,390,2011,7,1020,877.0287671232877,0,1,0,0,0,0,0,0,1,0,0,0
801,0,1.0,28.7,74.0,15.0013,25,2011,7,380,326.6287671232877,0,1,0,0,0,0,1,0,0,0,0,0
802,0,1.0,27.06,78.0,12.998,7,2011,7,80,68.62876712328767,0,1,0,0,0,0,1,0,0,0,0,0
803,0,1.0,27.88,74.0,15.0013,277,2011,7,1715,1474.7287671232875,0,1,0,0,0,0,1,0,0,0,0,0
804,0,1.0,30.34,67.0,15.0013,203,2011,7,1510,1298.4287671232876,0,1,0,0,0,0,1,0,0,0,0,0
805,0,1.0,32.8,59.0,12.998,165,2011,7,1410,1212.4287671232876,0,1,0,0,0,0,1,0,0,0,0,0
806,0,1.0,34.44,53.0,22.0028,164,2011,7,1615,1388.7287671232875,0,1,0,0,0,0,1,0,0,0,0,0
807,0,1.0,33.62,49.0,23.9994,144,2011,7,1020,877.0287671232877,0,1,0,0,0,0,1,0,0,0,0,0
808,0,1.0,30.34,70.0,11.0014,315,2011,7,1995,1715.5287671232877,0,1,0,1,0,0,0,0,0,0,1,0
809,0,1.0,32.8,63.0,8.9981,199,2011,7,1325,1139.3287671232877,0,1,0,1,0,0,0,0,0,0,1,0
810,0,1.0,31.16,75.0,12.998,388,2011,7,2750,2364.8287671232874,0,1,0,0,0,0,0,0,0,0,1,0
811,0,1.0,30.34,74.0,0.0,156,2011,7,1320,1135.0287671232877,0,1,0,0,0,0,0,0,0,0,1,0
812,0,1.0,29.52,79.0,11.0014,92,2011,7,745,640.5287671232877,0,1,0,0,1,0,0,0,0,0,1,0
813,0,1.0,29.52,74.0,12.998,17,2011,8,160,137.42876712328768,0,1,0,0,0,0,1,0,0,0,0,0
814,0,1.0,28.7,74.0,7.0015,11,2011,8,115,98.72876712328768,0,1,0,0,0,0,1,0,0,0,0,0
815,0,1.0,27.06,83.0,6.0032,100,2011,8,545,468.5287671232877,0,1,0,0,0,0,1,0,0,0,0,0
816,0,1.0,33.62,41.0,0.0,166,2011,8,1235,1061.9287671232876,0,1,0,0,0,0,1,0,0,0,0,0
817,0,1.0,36.08,32.0,11.0014,119,2011,8,1390,1195.2287671232875,0,1,0,0,0,0,1,0,0,0,0,0
818,0,1.0,36.9,33.0,16.9979,168,2011,8,1635,1405.9287671232876,0,1,0,0,0,0,1,0,0,0,0,0
819,0,1.0,36.9,27.0,0.0,129,2011,8,1425,1225.3287671232877,0,1,0,0,0,0,1,0,0,0,0,0
820,0,1.0,28.7,70.0,16.9979,220,2011,8,1730,1487.6287671232876,0,1,0,0,0,0,1,0,0,0,0,0
821,0,1.0,27.88,69.0,0.0,8,2011,8,70,60.02876712328767,0,1,0,0,0,0,0,0,0,0,1,0
822,0,1.0,29.52,61.0,19.0012,335,2011,8,1900,1633.8287671232877,0,1,0,0,0,0,0,0,0,0,1,0
823,0,1.0,35.26,30.0,19.0012,157,2011,8,1460,1255.4287671232876,0,1,0,0,0,0,0,0,0,0,1,0
824,0,1.0,36.9,25.0,19.0012,159,2011,8,1470,1264.0287671232877,0,1,0,0,0,0,0,0,0,0,1,0
825,0,1.0,36.9,25.0,19.0012,274,2011,8,2240,1926.2287671232875,0,1,0,0,0,0,0,0,0,0,1,0
826,0,1.0,33.62,46.0,16.9979,288,2011,8,2040,1754.2287671232875,0,1,0,1,0,0,0,0,0,0,1,0
827,0,1.0,32.8,52.0,15.0013,254,2011,8,2065,1775.7287671232875,0,1,0,0,0,0,0,0,0,0,1,0
828,0,1.0,31.98,59.0,11.0014,191,2011,8,1285,1104.9287671232876,0,1,0,1,0,0,0,0,0,0,1,0
829,0,1.0,32.8,49.0,11.0014,132,2011,8,1095,941.5287671232876,0,1,0,1,0,0,0,0,0,0,1,0
830,0,1.0,32.8,49.0,11.0014,43,2011,8,380,326.6287671232877,0,1,0,1,0,0,0,0,0,0,0,1
831,0,1.0,31.98,49.0,11.0014,11,2011,8,85,72.92876712328767,0,1,0,1,0,0,0,0,0,0,0,1
832,0,1.0,31.16,55.0,6.0032,4,2011,8,20,17.028767123287672,0,1,0,1,0,0,0,0,0,0,0,1
833,0,1.0,31.16,52.0,11.0014,7,2011,8,35,29.92876712328767,0,1,0,1,0,0,0,0,0,0,0,1
834,0,1.0,31.16,58.0,15.0013,144,2011,8,1275,1096.3287671232877,0,1,0,1,0,0,0,0,0,0,0,1
835,0,1.0,28.7,79.0,8.9981,118,2011,8,1055,907.1287671232876,0,1,0,1,0,0,0,0,0,0,0,1
836,0,1.0,27.88,89.0,8.9981,88,2011,8,545,468.5287671232877,0,1,0,1,0,0,0,0,0,0,0,1
837,0,1.0,27.88,89.0,0.0,7,2011,8,35,29.92876712328767,0,1,0,1,0,0,0,0,0,1,0,0
838,0,1.0,29.52,74.0,22.0028,187,2011,8,1310,1126.4287671232876,0,1,0,0,0,0,0,0,0,1,0,0
839,0,1.0,29.52,71.0,19.9995,113,2011,8,925,795.3287671232877,0,1,0,0,0,0,0,0,0,1,0,0
840,0,1.0,31.16,62.0,22.0028,144,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
841,0,1.0,26.24,78.0,6.0032,6,2011,8,30,25.628767123287677,0,1,0,0,0,0,0,0,0,0,0,0
842,0,1.0,27.06,78.0,8.9981,270,2011,8,1695,1457.5287671232877,0,1,0,0,0,0,0,0,0,0,0,0
843,0,1.0,28.7,65.0,15.0013,454,2011,8,2855,2455.128767123288,0,1,0,0,0,0,0,0,0,0,0,0
844,0,1.0,31.16,52.0,16.9979,147,2011,8,1395,1199.5287671232877,0,1,0,1,0,0,0,0,0,0,0,0
845,0,1.0,31.98,52.0,16.9979,204,2011,8,1620,1393.0287671232877,0,1,0,0,0,0,0,0,0,0,0,0
846,0,1.0,29.52,58.0,15.0013,291,2011,8,2505,2154.128767123288,0,1,0,0,0,0,0,0,0,0,0,0
847,1,0.0,27.06,78.0,11.0014,67,2011,8,590,507.2287671232877,0,1,0,0,0,0,0,1,0,0,0,0
848,1,0.0,33.62,52.0,16.9979,380,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,1,0,0,0,0
849,1,0.0,28.7,84.0,8.9981,32,2011,8,295,253.52876712328765,0,1,0,1,0,0,0,0,1,0,0,0
850,1,0.0,28.7,89.0,12.998,5,2011,8,40,34.22876712328767,0,1,0,0,0,0,0,0,1,0,0,0
851,1,0.0,31.16,75.0,7.0015,184,2011,8,2150,1848.828767123288,0,1,0,0,0,0,0,0,1,0,0,0
852,1,0.0,29.52,74.0,19.9995,326,2011,8,3400,2923.8287671232874,0,1,0,0,1,0,0,0,1,0,0,0
853,1,0.0,29.52,74.0,19.9995,193,2011,8,2075,1784.3287671232877,0,1,0,0,1,0,0,0,1,0,0,0
854,1,0.0,29.52,74.0,6.0032,229,2011,8,2255,1939.128767123288,0,1,0,0,0,0,0,0,1,0,0,0
855,1,0.0,29.52,79.0,11.0014,228,2011,8,2160,1857.428767123288,0,1,0,0,0,0,0,0,1,0,0,0
856,0,1.0,27.06,89.0,0.0,7,2011,8,95,81.52876712328766,0,1,0,0,0,0,1,0,0,0,0,0
857,0,1.0,27.06,89.0,0.0,1,2011,8,20,17.028767123287672,0,1,0,0,0,0,1,0,0,0,0,0
858,0,1.0,30.34,58.0,22.0028,349,2011,8,2180,1874.628767123288,0,1,0,0,0,0,1,0,0,0,0,0
859,0,1.0,34.44,41.0,19.9995,126,2011,8,1230,1057.6287671232876,0,1,0,0,0,0,1,0,0,0,0,0
860,0,1.0,34.44,41.0,8.9981,144,2011,8,3605,3100.128767123288,0,1,0,0,0,0,1,0,0,0,0,0
861,0,1.0,32.8,55.0,0.0,286,2011,8,2495,2145.528767123288,0,1,0,0,0,0,1,0,0,0,0,0
862,0,1.0,31.98,62.0,8.9981,175,2011,8,1385,1190.9287671232876,0,1,0,1,0,0,0,0,0,0,1,0
863,0,1.0,35.26,39.0,19.9995,285,2011,8,2280,1960.628767123288,0,1,0,0,0,0,0,0,0,0,1,0
864,0,1.0,32.8,55.0,12.998,144,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,0,1,0
865,0,1.0,33.62,38.0,19.9995,240,2011,8,2310,1986.428767123288,0,1,0,0,0,0,0,0,0,0,0,1
866,0,1.0,34.44,26.0,19.9995,144,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,0,0,1
867,0,1.0,32.8,26.0,16.9979,413,2011,8,3250,2794.8287671232874,0,1,0,0,0,0,0,0,0,0,0,1
868,0,1.0,30.34,37.0,0.0,139,2011,8,950,816.8287671232877,0,1,0,0,0,0,0,0,0,0,0,1
869,0,1.0,30.34,37.0,6.0032,108,2011,8,750,644.8287671232877,0,1,0,0,0,0,0,0,0,0,0,1
870,0,1.0,28.7,45.0,8.9981,26,2011,8,265,227.72876712328767,0,1,0,0,0,0,0,0,0,1,0,0
871,0,1.0,26.24,57.0,11.0014,5,2011,8,40,34.22876712328767,0,1,0,0,0,0,0,0,0,1,0,0
872,0,1.0,25.42,65.0,11.0014,106,2011,8,605,520.1287671232876,0,1,0,0,0,0,0,0,0,1,0,0
873,0,1.0,31.16,35.0,16.9979,187,2011,8,1820,1565.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
874,0,1.0,31.98,29.0,6.0032,144,2011,8,1020,877.0287671232877,0,1,0,0,0,0,0,0,0,1,0,0
875,0,1.0,29.52,37.0,8.9981,288,2011,8,2280,1960.628767123288,0,1,0,0,0,0,0,0,0,1,0,0
876,0,1.0,28.7,48.0,0.0,157,2011,8,1295,1113.5287671232877,0,1,0,0,0,0,0,0,0,1,0,0
877,0,1.0,29.52,34.0,8.9981,205,2011,8,1430,1229.6287671232876,0,1,0,0,0,0,0,0,0,0,0,0
878,0,1.0,32.8,27.0,0.0,222,2011,8,1935,1663.9287671232876,0,1,0,0,0,0,0,0,0,0,0,0
879,0,1.0,33.62,28.0,0.0,334,2011,8,2690,2313.2287671232875,0,1,0,0,0,0,0,0,0,0,0,0
880,0,1.0,30.34,42.0,15.0013,385,2011,8,3440,2958.2287671232875,0,1,0,0,0,0,0,0,0,0,0,0
881,0,1.0,29.52,42.0,15.0013,287,2011,8,2590,2227.2287671232875,0,1,0,0,0,0,0,0,0,0,0,0
882,1,0.0,27.88,57.0,6.0032,77,2011,8,580,498.6287671232877,0,1,0,1,0,0,0,1,0,0,0,0
883,1,0.0,27.06,65.0,8.9981,27,2011,8,270,232.02876712328765,0,1,0,0,0,0,0,1,0,0,0,0
884,1,0.0,28.7,65.0,11.0014,118,2011,8,1010,868.4287671232877,0,1,0,1,0,0,0,1,0,0,0,0
885,1,0.0,27.06,89.0,11.0014,421,2011,8,1020,877.0287671232877,0,1,0,1,0,0,0,1,0,0,0,0
886,1,0.0,30.34,70.0,16.9979,259,2011,8,2990,2571.2287671232875,0,1,0,0,0,0,0,1,0,0,0,0
887,1,0.0,29.52,74.0,16.9979,269,2011,8,2800,2407.8287671232874,0,1,0,1,0,0,0,1,0,0,0,0
888,1,0.0,27.88,79.0,19.0012,237,2011,8,2190,1883.2287671232875,0,1,0,1,0,0,0,1,0,0,0,0
889,1,0.0,27.06,83.0,22.0028,120,2011,8,975,838.3287671232877,0,1,0,1,0,0,0,1,0,0,0,0
890,1,1.0,27.06,83.0,19.9995,90,2011,8,735,631.9287671232877,0,1,0,0,1,0,0,0,1,0,0,0
891,1,0.0,26.24,89.0,15.0013,62,2011,8,505,434.1287671232877,0,1,0,0,1,0,0,0,1,0,0,0
892,1,0.0,26.24,94.0,12.998,3,2011,8,30,25.628767123287677,0,1,0,0,1,0,0,0,1,0,0,0
893,1,0.0,27.06,89.0,12.998,24,2011,8,180,154.62876712328767,0,1,0,1,0,0,0,0,1,0,0,0
894,1,0.0,30.34,70.0,12.998,370,2011,8,3740,3216.2287671232875,0,1,0,0,0,0,0,0,1,0,0,0
895,1,0.0,31.16,62.0,8.9981,329,2011,8,3640,3130.2287671232875,0,1,0,0,0,0,0,0,1,0,0,0
896,1,0.0,24.6,83.0,0.0,27,2011,8,210,180.42876712328768,0,1,0,0,1,0,0,0,1,0,0,0
897,0,1.0,24.6,88.0,8.9981,10,2011,8,65,55.72876712328767,0,1,0,1,0,0,1,0,0,0,0,0
898,0,1.0,24.6,83.0,0.0,3,2011,8,15,12.728767123287671,0,1,0,1,0,0,1,0,0,0,0,0
899,0,1.0,24.6,83.0,12.998,7,2011,8,50,42.82876712328767,0,1,0,0,0,0,1,0,0,0,0,0
900,0,1.0,24.6,83.0,8.9981,5,2011,8,40,34.22876712328767,0,1,0,0,0,0,1,0,0,0,0,0
901,0,1.0,24.6,88.0,16.9979,90,2011,8,495,425.5287671232877,0,1,0,0,0,0,1,0,0,0,0,0
902,0,1.0,30.34,55.0,22.0028,283,2011,8,2285,1964.928767123288,0,1,0,0,0,0,1,0,0,0,0,0
903,0,1.0,27.06,65.0,12.998,184,2011,8,1430,1229.6287671232876,0,1,0,0,0,0,1,0,0,0,0,0
904,0,1.0,26.24,69.0,19.9995,5,2011,8,25,21.32876712328767,0,1,0,0,0,0,0,0,0,0,1,0
905,0,1.0,31.16,45.0,27.9993,182,2011,8,1885,1620.9287671232876,0,1,0,0,0,0,0,0,0,0,1,0
906,0,1.0,30.34,51.0,0.0,280,2011,8,2120,1823.028767123288,0,1,0,0,0,0,0,0,0,0,1,0
907,0,1.0,27.06,65.0,8.9981,77,2011,8,685,588.9287671232877,0,1,0,0,0,0,0,0,0,0,1,0
908,0,1.0,27.06,69.0,6.0032,24,2011,8,240,206.22876712328767,0,1,0,0,0,0,0,0,0,0,0,1
909,0,1.0,27.06,65.0,6.0032,308,2011,8,1720,1479.0287671232877,0,1,0,0,0,0,0,0,0,0,0,1
